,0
6477,Нэ̄ ты ва̄рмаль ханищтан ма̄гыс тув ялыс.
6478,Тот учёный хо̄тпат лӯима̄т яныгман пилыт та̄нки янмалтэ̄гыт.
6479,"Наталья Николаевна пил янмалтан тэ̄ла тот ёмщакв та̄ра-паттыстэ, ос хӯрум та̄л ювле хультум порат такви йис ма̄тэ̄т саӈквлыпил, сӯйпил, еже­вика, та̄хт ос морах пилыт ӯнттыс."
6480,Ты пилыт ань ём­щакв э̄лаль яныгме̄гыт.
6481,Ты ва̄рмаль э̄лаль тот­нэ ма̄гыс пе̄рма кӯщай нэ̄ са̄в э̄рнэ рӯпата ва̄рыс.
6482,"О̄влэ̄т та ма̄тэ, я̄ӈкылма­тэ, порсыл ос патыглам йӣвытныл ёмщакв хот-сыстамтастэ."
6483,"Тувыл я̄ӈ­кылма хот ул вос то̄сыс, мувлахил вит атхатнэ хулыл ва̄рвес."
6484,Ань та ма̄т вит акваг о̄лы.
6485,"Тав ном­сыс, э̄рыӈ лӯима̄т ты пил та̄рсыт яныгмаӈкве ат патэ̄гыт."
6486,"Ос тох е̄мтыс, ань тот са̄в пил яныгми."
6487,Наталья Николаевна ты та̄л я̄ӈкылматэ̄т ма̄хум ёт иӈ акв со̄тыра са̄вит морах та̄рсыт ӯнттыс.
6488,Ань тот пуссын аквъёт ва̄т нупыл кит со̄тыра савит­кем морах та̄рс яныгми.
6489,О̄выл та̄лытыт та̄н лӯпта­ныл нас но̄х-тэ̄лэ̄гыт.
6490,"Я̄ӈ­кылмат лӯпта та̄рсаныл ёмщакв та̄рамлэ̄гыт, та юи-па̄лт ущта пилыт яныгмаӈкве патэ̄гыт."
6491,2018 та̄лт ӯнттум саӈ­квлыпиланыл ань ёмщакв яныгме̄гыт.
6492,"Та̄наныл ӯнт­туӈкве ань о̄с ат э̄ри, та̄н та̄нкирот ты са̄вмысыт."
6493,Ань тот са̄в пил ва̄туӈкве ро̄ви.
6494,"Ос ёмас ва̄рмаль о̄лы, ты та̄рсытныл ка̄сыӈ та̄л са̄в­нув пил яныгми."
6495,Ань ты пе̄рмат рӯпитан хо̄тпат са̄в пил атэ̄гыт ос э̄лаль тыналэ̄гыт.
6496,"Окру­гувт ты пилытныл са̄всыр ма̄г па̄нкат, атыӈ айнэ витыт, канпе̄ткат ос мо̄т атыӈ тэ̄нутыт ва̄равет."
6497,Хультум пилыт о̄с тох э̄л ты­налавет.
6498,"Наталья Николаевна ла̄вме щирыл, пил ва̄тнэ порат ка̄сыӈ хо̄тпа тув ёхталаӈкве ве̄рми."
6499,"Тот э̄лумхо̄лас кит ве̄тра ва̄ты ке, акв ве̄тратэ таквина̄­тэ̄н юв виӈкве ве̄рмитэ, мо̄т ве̄тратэ ос пе̄рмат хультуптаӈкве э̄ри."
6500,Мо̄лты та̄л ты пил ян­малтан ма̄н округ кӯщай нэ̄ Наталья Комарова ёхталас.
6501,Тав тот яныгман атыӈ пилыт а̄рталасанэ ос пил янмалтан хо̄тпат ты ёмас тэ̄ла вāрнэ̄ныл ма̄гыс сака янытласанэ.
6502,Ань округувт ка̄сащан хо̄тпат тамле пилыт та̄нки янмалтаӈ­кве о̄с ве̄рме̄гыт.
6503,Николай МЕРОВ
6504,Ты э̄тпос 4-6 хо̄талытт Ханты-Мансийск ӯст округ творчество колт ханищтап о̄лыс.
6505,Тот ма̄щтырлан хум Анатолий Вадичупов са̄ӈквылтапыт ва̄руӈкве ос ханты хум Алексей Рещиков са̄ӈквылтаӈкве ма̄хум ханищтасыг.
6506,То̄ва хо̄тпат ты ва̄р­маль ищхӣпыӈ ут хосыт Ямало-Ненецкий округ­ныл суссыт.
6507,Ха̄льӯс район Я̄грим па̄вылт о̄лнэ ханты хум Василий Кузьмич Аксёнов тув о̄с во̄винь­та̄лвес.
6508,Тав ты семинарн пе̄с са̄ӈквылтап ёт-тотыгла­стэ.
6509,Таве яныгса̄т арыгтем та̄л ӯргалым ще̄мьянылт о̄ньщияныл.
6510,Ма̄хум ты пе̄с ёнгын утыл сака пӯмща­лахтасыт ос мощ ёнгуӈ­кве а̄рталахтасыт .
6511,Яныгпа̄ла хо̄тпа ханты ос ма̄ньщи ла̄тӈыл ём­щакв потырты.
6512,Такви о̄с сака ёмщакв са̄ӈквыл­таӈ­кв ха̄сы.
6513,Ханты ла̄тӈыл такви хансум э̄рганэ э̄ргиянэ.
6514,"О̄йка «Мансын о̄йка», «Со̄выр койнэ та̄н» ос мо̄т пе̄с йис та̄ныт ёмщакв ва̄ганэ."
6515,Такви са̄ӈк­вылтапыт о̄с ма̄щ­тырлы.
6516,Ань о̄лум семинарт тав такви нё̄тнэ та̄нанэ мощ са̄ӈк­вылтас.
6517,Василий Кузьмич 1936 та̄лт Та̄гт я̄ ва̄тат самын патыс.
6518,"Тав а̄тятэ хо̄нтлум ма̄н тотвес, воссыг юв ат ёхтыс, хотты ма̄т ва̄нэта̄л та хультыс."
6519,Оматэ такке̄т ня̄врамыт янмалтасанэ.
6520,Василий Кузьмич ма̄ньта̄гыл хӯл алыщлым ос во̄раим яласас.
6521,"Ты ма̄щтыр хум ма̄ньха̄пыт, тупыт, ёсат, матыр-а̄ти пуссын такви ва̄ри."
6522,2002 та̄л па̄сныл пенсия-олн вуим о̄лы.
6523,Ань о̄лум семинарт мӯй ма̄хум Алексей Рещиков са̄ӈквылтаӈкве ханищтасанэ.
6524,Тав та̄на­ныл хӯрум группа щирыл ла̄кква-уртсанэ.
6525,Ка̄сыӈ хо̄тпа ёт я̄нас рӯпитас.
6526,Ёты-о̄вылт то̄ва хо̄тпат ёнгын та̄ныт ёмщакв ханищтасаныл.
6527,"Ма̄ньщи хум Анатолий Вадичупов ма̄хумн ос потыртас, манхурип йӣв­ныл ос хумус са̄ӈк­вылтап ва̄руӈкве э̄ри, хумус э̄рнэ щирыл ёргуӈкв э̄ри, таи хӯлтыс."
6528,Ты ханищтап на̄н округ творчество кол ищ­хӣпыӈ ут ло̄псэ̄т сунсуӈ­кве ве̄рмилы̄н.
6529,Николай МЕРОВ
6530,Округувт «Спасти и сохранить» нампа ма̄-вит ӯргалан мирхал ва̄рмаль ка̄сыӈ та̄л ва̄рыглаве.
6531,"Ты порат нёлоловхуйпловит щёс щё̄питавес, рущ щирыл «Живи в стиле ЭКО» намаявес."
6532,Мо̄лал ма̄-вит ӯргалан департамент кол кӯщай хум Сергей Пикунов ты кастыл ля̄х­хал тотнэ колн ёхталас.
6533,"Округувт маныр рӯпата ва̄раве, тав ты урыл потыртас."
6534,Ма̄ янытыл ма̄-вит ӯргалан тэ̄ла хосыт ань ва̄т са̄всыр мероприятие щё̄питавес.
6535,Ма̄н ӯсанувт ос па̄вланувт акв со̄тыра яныгса̄т э̄рнэ ва̄рмаль ва̄раве.
6536,Ань ма̄-вит ӯрга­лан ма̄гыс са̄всыр ка­сылыт щё̄питавет.
6537,Округувт ма̄-во̄й ос газ ма̄ныл но̄х-винэ атпан­кем са̄вит компаният э̄рнэ рӯпата о̄с ва̄ре̄гыт.
6538,"Тыт рӯпитан ма̄-вит ӯрга­лан хо̄тпат, мирн нё̄тмил ва̄рнэ ма̄хум (волонтёрыт), общественный органи­зацият, ня̄врамыт ханищ­тан ма̄хум ос ня̄врамыт ты тэ̄ла вāрим са̄всыр щирыл нё̄тэ̄гыт."
6539,Ты хо̄талыт миннэ по­рат ма̄ньлат ма̄хум са̄в­сыр проектыт та̄стысыт.
6540,Лӯпта э̄тпос о̄выл хо̄тал­ныл ос атыт хо̄талэ мус Ханты-Мансийск ӯст ма̄-вит ӯргалан урыл кинат суссылтаве̄сыт.
6541,"Ма̄н ма̄вт ос мо̄т хо̄н ма̄тт ма̄-вит хумус ӯргалаве, ты тэ̄ла хосыт маныр рӯпата ва̄ра­ве, тот тāра-паттаве тах."
6542,Ань налыман нупыл са̄т са̄в­сыр ма̄ныл ма̄хум акван-нё̄тхатым ма̄-вит ӯрга­лэ̄гыт.
6543,Ка̄сыӈ та̄лныл иӈ са̄в ма̄ныл ма̄хум акван-ю̄рщхатэ̄гыт.
6544,"Округувт «Спасти и сохранить» акция миннэ порат, тыт ма̄-вит ӯрга­лым рӯпитан ма̄ньлат ма̄хум ХХ мирхал конфе­ренцияныл ва̄рыглаве."
6545,Тувыл школат ханищтах­тын ня̄врамыт ма̄гыс ма̄-вит ӯргалан урыл «Крас­ная книга глазами детей» ка̄сыл ва̄раве.
6546,Ань ты касылн онтолов мо̄т хо̄н ма̄ныл ос нёлса̄т нупыл кит Россия регионытныл ня̄врамыт та̄нки рӯпата­ныл ке̄тсаныл.
6547,Ань ООН мо̄т хо̄н ма̄т о̄лнэ мирхал организация ма̄-вит ӯргалан ва̄рмаль лов та̄лн э̄лаль мāк яныг тэ̄лаг тотуӈкве ла̄всаныл.
6548,"Ты та̄л Россия коныпал Египет, Италия, Германия, Эстония, Молдова, Бела­русь, Украина, Казах­стан, Узбе­кистан ма̄т пуссын аквъёт хо̄тса̄т со̄тыра э̄лумхо̄лас ма̄-вит ӯрга­лан ма̄гыс акван-нё̄тха­тым рӯпитэ̄гыт."
6549,Ма̄-вит ӯргалан ва̄р­маль о̄вылтыма па̄сныл округувт са̄тлов нупыл са̄т ма̄-вит ӯргалан ма̄т (природоохранный запо­ведникыт) щё̄питаве̄сыт.
6550,Ань ма̄-вит ӯргалым ат млн.
6551,арыгтем э̄лумхо̄лас нё̄тмил ва̄ре̄гыт.
6552,"Пуссын аквъёт 87 мо̄т хо̄н ма̄тт о̄лнэ мир, Россият ос 72 регионытт о̄лнэ ма̄хум аквъёт рӯпитэ̄гыт."
6553,Ань ты ва̄рмаль лӯпта э̄тпос аквхуйпловит хо̄­талэ мус минуӈкве паты.
6554,"Ты хо̄талыт сыс округувт о̄лнэ ӯсанув ос па̄вланув ӯсхулыт хот-сыстам­тавет, порсыт хот-атавет."
6555,"Тувыл йӣвыт, хорамыӈ лӯптат ӯнттавет ос мо̄т э̄рнэ рӯпатат тах ва̄равет."
6556,Николай МЕРОВ
6557,Пе̄с йис пораныл Хо̄нтаӈ (Кондинский) районт о̄лнэ ма̄ньщит Ворщик хо̄тал янытласыт.
6558,Ты товлыӈ ӯйрищ та̄н ялпыӈыг ла̄выгласаныл.
6559,Ос ма̄н мāгсылув ты о̄с нас ӯйрищ хунь.
6560,"Ха̄льӯс район Нё̄рыт ляпат Ма̄нья па̄выл ӯнлыс, та па̄выл На̄й-О̄тыраныл Ворщик о̄лыс."
6561,Ань ты лӯпта э̄тпос о̄выл хо̄талэ̄т ма̄ янытыл ня̄врамыт ӯргалан мир­хал ялпыӈ хо̄талт Ханты-Мансийск ӯст «То̄рум Маа» музейт «Ворщик хо̄тал» янытлавес.
6562,Тув ӯст о̄лнэ са̄в ня̄врамыт оманыл-а̄тяныл ёт ёхталасыт.
6563,Та̄н ма̄гсыланыл са̄всыр пӯ­мыщ тот щё̄питым о̄лыс.
6564,О̄влэ̄т ня̄врамыт ма̄гыс «Хо̄тал» нампа театрыт рӯпитан хо̄тпат э̄ргын ос йӣквнэ кан щё̄пита̄лсыт.
6565,"Ворщик манрыг яныт­лаве, та урыл потыртасыт."
6566,"Пупа̄пщите̄в урыл акв мо̄йт суссылтасыт, ос та мо̄йтыт Ворщик таве̄ныл номтыӈнувег ос ё̄рнувег о̄лы, по̄лям я̄ӈк молях такви лэ̄ге̄тыл сакватастэ."
6567,"Ма̄нь ня̄врамаквет йӣквуӈкв во̄выглаве̄сыт, та̄н вос суссылтэ̄гыт, Ворщик тыгле-тувле хумус поргащлы, хумус йӣкващлы."
6568,"Ня̄врамаквет татем ка̄сащим йӣквсыт, оманыл-а̄тяныл та̄н ёта­ныл тыгле-тувле о̄с ё̄ӈха­тахтыгласыт."
6569,"Тувыл са̄всыр товлыӈ уит урыл амщит амщуве̄­сыт, ёл-хансым турсуяныл щирыл ювле ла̄вуӈкв э̄рыс, хоты товлыӈ ӯй ань ро̄ӈхи."
6570,"Мӯйлын кант са̄всыр ма̄т пасаныт лю̄льсыт, тот Ворщик хуритэ са̄с-ломт тармыл манос ма̄нь йив-охса тармыл по̄слуӈкв ро̄выс, рущ ла̄тӈыл тамле хурит «оберегыг» ла̄вавет."
6571,По̄слы­маныл юи-па̄лт ня̄врамакветн Ворщик хуритэ ёт-виӈкв ро̄выс.
6572,"Пе̄с порат та̄рыг па̄кв­ныл а̄кань хумус ва̄рвес, Надежда Коновалова ань суссылтас."
6573,"Ханты нэ̄кве са̄в та̄л музейт рӯпиты, пе̄с накыт ос пе̄с ва̄рмалит ёмащакв ва̄ганэ."
6574,"Тав ань ла̄выс, пе̄с порат нэ̄ моляхнув ня̄врамыӈыг вос е̄мты, о̄ныпе таве̄н па̄квныл а̄кань ва̄рыглас ос пӯты­ска ёлы-па̄лн пиныгла­стэ."
6575,Тувыл нэ̄кве та̄ра та̄рвитыӈыщ та е̄мталас.
6576,Тамле ты пӯмыщ пе̄с йис ва̄рмалит ня̄врамытн ань потыртаве̄сыт ос суссылтаве̄сыт.
6577,"Ты ялпыӈ хо̄талн ёх­талам ня̄врамаквет ща̄г­тым тыгле-тувле татем та ха̄йтыгтасыт, ка̄сащим хо̄т-а̄ти матыр та ма̄щтыр­ласыт."
6578,"Та̄нанылн, со̄ль, сака пӯмыщ тот о̄лыс."
6579,"Матъёмас, ты пе̄с ялпыӈ хо̄тал ань но̄х-во̄рмалта­вес."
6580,"Ма̄н «Ворщик хо̄тал» ат кос янытласув, ос ань яныгман ня̄врамыт ты­щи­рыл мӯйлым ма̄н пе̄с йис ва̄рмалянув, пе̄с йис наканув ва̄ӈкве патыя­ныл."
6581,Ма̄ньщи мир пе̄с о̄лупса э̄лаль тах тотыяныл.
6582,Валентина УЗЕЛЬ
6583,"Ягрим па̄вылт ма̄ньщи хум о̄лы, наме Виктор Константинович Костин."
6584,Тав Алыпа̄вылт (рущ щирыл Комудваны) самын патыс.
6585,"Хум ла̄ви, 1985 та̄лт Ягримн о̄луӈкве минас."
6586,Āтятэ Константин Ива­нович Костин ос оматэ Анна Ефимовна нёлолов ня̄врам янмалтасы̄г.
6587,Ты пыге̄н а̄ти щар юи-о̄выл ня̄врамыг о̄лыс.
6588,Ань тав такте̄т хультыс.
6589,"Āтятэ хо̄нтлын ма̄н вуйлувес, тот война оигпан мус яла­сас."
6590,"Ōвлэ̄т Ленинград ӯс вуян­тасыт, тувыл Польша нупыл минасыт, та ма̄ хот-вуян­тасаныл."
6591,"Кенигс­берг кре­по­с­тит хо̄нтлыс ос Берлин мус яныгса̄т ве̄рыста хультсас, Одар я̄т тот та война по̄йтум урыл хӯлсаныл."
6592,Ме̄талянэ пыге̄н ань пуссын ӯрга­лым о̄ньщавет.
6593,"Констан­тин Иванович Костин тамле ме̄талит о̄ньщас – Орден Красной Звезды, За отвагу, За боевые заслуги, Отлич­ный пуле­метчик."
6594,"Хум гвардии младший сержант, пуле­метный расчет команди­рыг о̄лыс."
6595,"Нэ̄матарыл ат пилыс, фронто­вой раз­вед­чикыг фашистыт о̄лум ма̄н ялантас, тот о̄лнэ ва̄р­малит сытамыг сунсыг­лас ос такви командира­нэ̄н потыртас."
6596,Офицерыт таве «Пилта̄л ма̄ньщииг» ла̄всаныл.
6597,"Тав карсыг ат те̄пыл о̄лыс ос ё̄р о̄ньщас
Хо̄нт о̄вылтахтам по­рат тав колхост предсе­да­телиг рӯпитас."
6598,"Та порат Алыпа̄вылт Ленин нампа колхос о̄лыс, Ялпуст – Сталин нампа, Посалтыт па̄вылт – Фрунзе нампа колхос."
6599,"Война юи-па̄лт хӯл алыщлас, во̄рт во̄р ӯйхул ка̄тын-патталас."
6600,Хӯл алыщлан ма̄хум пир­ка̄тат пиркатирыг о̄лыс.
6601,Тувыл Перегребный па̄­вылт связь ма̄т монтё­рыг рӯпитас.
6602,"Яныгмам ма̄тэ
Виктор Константинович ань ла̄ви, тав Алыпа̄вылт ма̄ такви нупылэ хансы­стэ, ань тот тав алыщлан ма̄тэ о̄лы."
6603,"Тот воссыг нэ̄мхотьют та̄лэ-туве̄т ат о̄лы, рӯтаныл ёт пе̄нтха­тым тув ёхталэ̄гыт, хотьют ӯщлахтын порат, хотьют отпускын ёхталэ̄гыт."
6604,"Хум такви тув ва̄тихал яланты, матпалыт тот о̄лы."
6605,"Тот о̄лнэ кол, пувлынкол, туи порат тэ̄нут ва̄рнэ па̄рт­кол ос мо̄т э̄рнэ а̄мпарыт рӯтанэ ёт ӯнттысыт."
6606,"Пӯр­лахтын ма̄ныл тав ты уральтым о̄ньщитэ, ма̄х­манэ ханищтыянэ, сус­сылтыянэ, матыр э̄рнэ ва̄р­маль ва̄руӈкве вос ха̄сэ̄гыт."
6607,"То̄ва порат матыр ӯйхул ёвтэ̄гыт, йирхатэ̄­гыт."
6608,Ягримныл тув яласан лё̄ӈхе сака хосаг о̄лы.
6609,"Перегребный па̄выл мус атпан нупыл тит ве̄рыста,  тувыл о̄с аквты са̄вит ве̄­рыста тэ̄лы лё̄ӈх хосыт минуӈкве э̄ри."
6610,"Ма̄ньщи хум ла̄ви, Ягрим па̄вылт ще̄мьятэ о̄лы, э̄кватэ Вера Алексеевна рущ нэ̄, тэ̄н э̄кватэ̄нтыл акв а̄ги Эльмира янмал­тасы̄г."
6611,"Āгитэ̄н тит ня̄врам о̄ньщи, а̄гииг-пыгыг."
6612,"Пыге нёлоловит классыт, а̄гитэ титыт та̄л ханищтахты."
6613,"Такви ханищтахтаме урыл
Виктор Перегребный па̄вылт нёлолов класс а̄ст­лас ос Ханты-Мансийск ӯсн минас, тот хӯрум та̄л охсатем речной учили­щат капитан старший по­мощ­никыг ханищтахтас."
6614,"Ла̄ви, сака ёмщакв а̄стлас, пуссын нила ос ат оценка о̄ньщас."
6615,"Тот ханищтах­туӈ­кве таве̄н пӯмыщ о̄лыс, морской формал акваг ё̄мыгтасыт, армия хольт о̄щве̄сыт."
6616,"Та юи-па̄лт армиян вуйвес, Дальний Восток ма̄т Китайский граница мус 15 ве̄рыстат лусытан ма̄ныл о̄лыс, тит та̄л ос нила э̄тпос тот о̄щвес."
6617,"Та порат Леонид Брежнев а̄тимыг е̄мтыс, та̄н, юв атхатам пыгыт, о̄с мат­са̄­витын тот хультуп­таве̄сыт, границав иӈ нила э̄тпос ӯргаласаныл."
6618,Ос ре̄тыӈ ю̄свой э̄тпост ущта юв ёхтыс.
6619,"Юн Перегребный ос Чемаши па̄влыгт рӯпата тинсыс, нэ̄мхо̄т ат виве, тав ка̄терыл яласан диплом о̄ньщас."
6620,"Ягримн ёхтыс, та̄ра тот «Главсиб­трубопровод­строй» орга­низациян на̄иӈха̄пыл яла­саӈкве вуйвес, ла̄ве̄­гыт, ма̄ньщи кос, ос татем ёмас диплом-нэ̄пак та о̄щнэ̄тэ."
6621,"Тав рӯпататэ сака ёмщакв ва̄рыстэ, катере нас вольгыс, акваг лов­тым, сыстамтым рӯпита­сыт."
6622,Ётыл та организация мо̄т щирыл намаявес – «Игрим­речтранс».
6623,"Тав та э̄лы-па̄лт тувыл мо̄т рӯпатан минас, э̄кватэ а̄г­мыл хартуӈкве патыс, юн таве уральтым о̄луӈкве э̄рыс."
6624,"Тох тав пенсиян патхатнэ мус иӈ лов та̄л ЖКХ колт кӯр па̄лтыглан ма̄т слесариг рӯпитас, хо̄т маныр саквалы – тав хот-щё̄питасанэ."
6625,Ягāгиянэ-ягпыганэ урыл хум тох ты потыртас.
6626,"– Ма̄н яныг увщиюв Нина 1946 та̄лт самын патыс, а̄тяв войнаныл юв ёхтуме юи-па̄лт."
6627,"Та увщи­юв иӈ ма̄ниг о̄лме порат о̄выл е̄мтыс, пум ва̄рнэ ма̄т на̄й но̄х-пе̄ламлас, хасап тӣвырт тот та а̄ти­мыг е̄мтыс."
6628,Тав ёлы-па̄лэ тит каӈкагув о̄с ма̄нь по­рат а̄тимыг е̄мтсы̄г.
6629,"Са̄н­тыр каӈкум 1948 та̄лт самын патыс, Владимир – 1952 та̄лт, Валерий – 1956 та̄лт, тувыл ам 1961 та̄лт, ос ам ёлы-пал а̄п­щим 1963 та̄лт самын патыс."
6630,Ань ам ще̄мья­вныл амт­тем хультсум.
6631,"Ам ма̄ньлат порат сака нёмса о̄лсум, хунь э̄квам о̄выл щёс ка̄саласлум, тав тамле нё̄тнэ выгыр а̄туп, вощрам сампа а̄ги, номса̄лэ̄гум: «Хумус ам тав ётэ потыртаӈкве о̄вылтахтэ̄гум?»."
6632,"Титах­тем та̄л тав ляпатэ̄т мин­лахтасум, тувыл ущта ак­ван-минуӈкве ка̄сащас."
6633,"Хум мовиньтым потыртас, пуссын о̄щатахтыгласыт, хумус ам тамле нё̄тнэ нэ̄н ляпан вуйве̄сум."
6634,"Мāньщи лāтӈе урыл
Виктор Константино­вич ма̄ньщи ла̄тӈе ос омаге-а̄тяге урыл тох ла̄выс: «Ма̄н юн омагув-а̄тягув ос халувт туп ма̄ньщи ла̄тӈыл потыр­тасӯв."
6635,"Ос хунь рущит ма̄н палтув ёхталасыт, то̄нт туп рущ ла̄тӈыл потыр­тасӯв, тох тай туп ма̄нти ла̄тӈувтыл."
6636,Тох тэ̄н ма̄навн акваг ла̄всасы̄г.
6637,"Армият хунь госпи­та­льн пинве̄сум, татем ма̄ньщи ла̄тӈыл потыр­таӈ­кве таӈхе̄гум, нэ̄м­хотьют ёт, амтирот ё̄мыг­тым ма̄ньщи ла̄тӈыл та потыр­тэ̄гум, ма̄хум ам нупылум нас та сунсэ̄гыт, аман хумус ам потыртэ̄­гум."
6638,"Аквтуп рущ кос, ос маныр ла̄тӈыл тав потырты»."
6639,"Ам таве Ӯй йӣквнэ урыл о̄с титыгласлум, тав ла̄выс, юи-о̄выл щёс 1977 та̄лт Ӯй йӣкв ва̄стэ, то̄нт таве̄н 15 та̄л о̄лыс, ёмщакв номитэ."
6640,"Пуссын ма̄ньщи ма̄хум о̄лсыт, по̄х хо̄тпа щар а̄тим о̄лыс."
6641,"Тӯлыг­ла­пыт тӯлыгласыт, таса̄вит ощхуль, мовиньт о̄лыс."
6642,"Пуссын яныг ма̄хум ос ня̄врамыт ты кастыл щё̄­пи­тахтасыт, ощхуль ва̄р­сыт."
6643,"Ты э̄лы-па̄лт тамле ма̄н ат ликмала̄лыс, тэ̄лы по­рат ва̄рыглаве, та̄н, ня̄вра­мыт, интернатт ха­нищ­тахтасыт."
6644,"Омаге-а̄тяге ёт Ялпуст ос Алыпа̄вылт пӯрлахтын ма̄н акваг ялантасыт, та̄н ты ва̄рмаль ва̄ӈкве ха­нищтаве̄сыт, та̄нти о̄с вос ха̄ссыт."
6645,"Тув щищкурек манос ма̄ньмис, па̄ля, не̄выр йирыг тӯщтуӈкве тотыгласыт."
6646,Тотнэ ӯй­хулыт пуссын хум ӯй­хулыт вос о̄лсыт.
6647,"Ань такви яланты, рӯтанэ ёт тотыглы, хотты ӯйхул алыглэ̄гыт, пӯрлах­тэ̄гыт."
6648,Ты урыл по̄х хо̄тпа­тын ос рущитын мори ат потыртэ̄гыт.
6649,"Яныг ял­пыӈ ма̄ хот ат оссув­лы­яныл, ӯргалым ос ураль­тым о̄ньщияныл, На̄й-Ōты­ра­ныл по̄йкщи­яныл."
6650,"Галина КОНДИНА
Р."
6651,Бардина те̄тум хурит
6652,Та̄л котиль э̄тпосныл Россия янытыл о̄лнэ мощщаг хультум сосса мирыт пуссын акв нэ̄пакн хансуӈкве патве̄сыт.
6653,Ты ва̄рмаль урыл яныг кӯщай хум Михаил Мишустин мо̄лты та̄л сӯкыр э̄тпост хӯлтнэ лāтыӈ хансыс.
6654,Россия федеральный агентство-колт рӯпитан хо̄тпат лӯи ма̄т янытыл о̄лнэ ма̄хум пуссын акв нэ̄пакн ань хансыяныл.
6655,Ты рӯпата та̄н 2021 та̄л сыс тах ва̄рияныл.
6656,"Э̄лумхо̄лас наме тув вос хансаве, такви нэ̄паканэ ос заяв­ле­ние ке̄туӈкве ань э̄ри."
6657,Сосса общинат ты рӯпата ва̄руӈкве о̄с ве̄рме̄гыт.
6658,"Ма̄ньщи, ханты ос ё̄рн ма̄хумн тув хасхатуӈкве о̄с э̄ри."
6659,"Округ миркол ищхӣпыӈ ло̄пс о̄ньщи –
https://kmns.admhmao.ru/
, хоты нэ̄пакыт акван-атуӈкве ос хоталь ке̄туӈ­кве э̄ри, тот пуссын хан­сым о̄лы."
6660,Тувыл ка̄сыӈ районт ос яныг ӯст мир­ко­лытыт ты рӯпата ва̄рнэ хо̄тпат ань о̄лэ̄гыт.
6661,Та̄н палтаныл ма̄хум китыг­лах­туӈкве ве̄рме̄гыт.
6662,Хо̄нтаӈ район мирколт ты рӯпата Антон Балин ва̄ри.
6663,"Тав таи потыртас:
– Ма̄н ма̄ньщи, ханты ос ё̄рн ма̄хманув заявле­ние-нэ̄пак федеральный агентство-колн ке̄туӈкве о̄с ла̄виянӯв."
6664,Хо̄нтаӈ районт о̄лнэ сосса мир ты ва̄рмаль урыл акваг пӯмщалахтэ̄гыт.
6665,"Та̄нанылн ма̄н потыр­тэ̄в, хумус э̄рнэ щирыл заявление-нэ̄пак хансуӈ­кве ос Москва ӯсн хоты адресын пищма ке̄туӈкв э̄ри."
6666,"Ты э̄лы-па̄лт ма̄н ма̄нки ты агентство-колн свонитасӯв ос ты рӯпата хумус ва̄руӈкв, китыг­лах­тасӯв."
6667,"То̄нт ла̄ввесӯв, сосса ма̄хманув заявление вос хансэ̄гыт ос э̄рнэ нэ̄­паканыл вос ке̄тэ̄гыт."
6668,"Ты рӯпата мӯсхалыг ат ке ва̄ре̄гыт, пищманыл ювле ёхтэ̄гыт, то̄нт реестр-нэ̄пакн ат хансавет."
6669,"Ань кӯщаит номсэ̄гыт, ты рӯпата МФЦ-колыт щирыл щё̄питаӈкв, то̄нт сосса мирыт моляхнув пуссын тув хансавет ос олн ойтуӈкве та̄н ат па­тэ̄гыт."
6670,Хо̄тпа такви нам­нэ̄паканэ манос ко­пиятэ тув вос ке̄ты.
6671,"Нас тох ке̄туӈкве о̄с ат ро̄ви, тот нотариус-хо̄тпан хас­хатуӈкве э̄ри."
6672,Ос тот хас­хатнэ ма̄гсыл тав олн выг.
6673,МФЦ-колт рӯпитан ма̄хум олнта̄л ты рӯпата ва̄ре̄гыт.
6674,"Ань то̄ва ма̄х­манув ӯрхатэ̄гыт, хунь нэ̄паканыл тот пирмай­таӈкве о̄вылтавет."
6675,"Ма̄н палтув са̄внув яныг ма̄­хум свонитэ̄гыт ос ёх­та­лэ̄гыт, ма̄ньлат хо̄тпат нас ӯрхатэ̄гыт."
6676,Советский район мир­колт рӯпитан нэ̄ Елена Гильманова тот о̄лнэ сосса мир ёт рӯпиты.
6677,"Тав ла̄выс:
– Ма̄н палтув туп кит э̄лумхо̄ласыг ёхталасы̄г ос ты ва̄рмаль урыл ки­тыглахтасы̄г."
6678,Ма̄хманув реестр-нэ̄пак урыл ма̄н акваг кос потыртыянӯв.
6679,"То̄ват ла̄ве̄гыт, та̄нки намнэ̄паканыл хащта̄л ма̄н ке̄туӈкве пилэ̄гыт."
6680,Ос нотариус-хо̄тпа палт ялнэ ма̄гсыл олн ойтуӈкве э̄ри.
6681,Тāнки нэ̄пака­ныл тув ке̄туӈкве сака ат ка̄­саще̄гыт.
6682,"Ань ма̄н Совет­ский ӯст библиотека-колн сосса ма̄хманув во̄выглаӈкве патыянӯв, тот заявление хансуӈкве тах нё̄тыянӯв."
6683,Советский район ка̄сыӈ ма̄нь па̄вылквет миркол кӯщаит ты хосыт рӯпитаӈкве ань ла̄виянӯв.
6684,Па̄влыӈ мир нэ̄паканыл Москва ӯсн вос ке̄тыяныл.
6685,«Югра лылые̄п» обще­ственный организация ма̄хум ты хосыт о̄с рӯпи­тэ̄гыт.
