,target,source,comment
6355,акван-ӯнтталаӈкве,составить,
6356,акван-ӯнтталаӈкве,поставить,
6357,акват-о̄луӈкве,жить,
6358,акват-о̄луӈкве,находиться,вместе
6359,акват-ӯнлуӈкве,сидеть,вместе
6360,аквке̄м,равный,по количеству
6361,аквке̄мт,наравне,
6362,аквке̄мыл,,нареч.
6363,аквке̄мыл,поровну,
6364,аквматнакт,однажды,
6365,аквматэ̄ртын,однажды,
6366,аквонтсыл,рядом,
6367,аквписыг,всегда,
6368,аквписыг,навсегда,
6369,аквписыг,постоянно,
6370,аквпо̄хат,рядом,
6371,аквсыр,одинаковый,
6372,аквсыр,однородный,
6373,аквта,тот же,
6374,аквта порат,одновременно,
6375,аквта торыг,одновременно,
6376,аквта хурип,такой же,
6377,аквтамле,такой же,
6378,аквтоп,будто,
6379,аквтопмат,как будто,
6380,аквтопмат,словно,
6381,аквторыг,сразу,
6382,аквторыг,одновременно,
6383,аквтув,туда же,
6384,аквты,этот же,
6385,аквты порат,в это же время,
6386,аквты порат,одновременно,
6387,аквтыг,сюда же,
6388,аквтыкӯмт,в этот же момент,
6389,аквтыкӯмт,сразу,
6390,аквтыпыл,всё равно,
6391,аквтыпыл,так или иначе,
6392,аквхуйплов,одиннадцать,
6393,аквхуйпловит,одиннадцатый,
6394,аквхурип,одинаковый,
6395,аквхурип,одного вида,
6396,аквъяныт,равный,по размеру
6397,аквъёт,вместе,
6398,аки,дядя,старший брат отца
6399,а̄лмаяӈкве,поднять,
6400,а̄лмаяӈкве,схватить,
6401,а̄лмта̄луӈкве,носить,на руках
6402,а̄лмтанут,ноша,
6403,а̄лмуӈкве,подымать,
6404,а̄лн,таймень,
6405,а̄лнхӯл,таймень,
6406,а̄лпыл,утренний,
6407,а̄лпыл,утром,
6408,а̄лта̄гыл,охапка,
6409,а̄лумтаӈкве,нести,
6410,а̄лымалыглаӈкве,успевать,
6411,а̄лымаӈкве,успеть,
6412,ала,крыша,
6413,ала,крышка,
6414,алаӈ пӯт,кастрюля,
6415,алгаль,вверх по реке,
6416,алнут,добыча,
6417,алпи,тело,
6418,алписов,кожа,тела
6419,алсиӈ,вооружённый,
6420,алуӈкве,убить,
6421,алуӈкве,добыть,рыбу
6422,алуӈкве,зверя,
6423,алхатуӈкве,драться,
6424,алы,верхний,по течению реки
6425,алы,южный,
6426,алыгла̄луӈкве,добывать,рыбу
6427,алыгла̄луӈкве,зверя,
6428,алыглаӈкве,убить,
6429,алыглаӈкве,добыть,рыбу
6430,алыглаӈкве,зверя,
6431,алыл,сверху,по течению реки
6432,алыма̄,южная страна,
6433,алыса̄м,южный край,
6434,алыса̄м,юг,
6435,алысь,оружие,
6436,алысь,орудия промысла,
6437,алысь,добыча,на промысле
6438,алысьлан хум,охотник,
6439,алысьлап,орудие промысла,
6440,алысьлаӈкве,промышлять,
6441,алысьта̄л,безоружный,
6442,а̄мара̄луӈкве,заливать,
6443,а̄мара̄луӈкве,затоплять,
6444,а̄мараӈкве,залить,
6445,а̄мараӈкве,затопить,
6446,а̄марматуӈкве,зачерпнуть,
6447,а̄мартаӈкве,зачерпнуть,
6448,а̄мп,собака,
6449,а̄мпкол,конура,собачья
6450,а̄мппил,водяника,
6451,а̄мппил,шикша,
6452,а̄мпыӈ,собачий,
6453,а̄мпыӈ сун,собачья упряжка,
6454,ам,,мест.
6455,ам,я,
6456,амки,я сам,
6457,амна,головки обуви,
6458,амсюӈкве,загадывать загадки,
6459,амысь,загадка,
6460,а̄нас,обоз,
6461,а̄нах,олово,
6462,а̄ны,чашка,
6463,а̄ны,блюдо,
6464,а̄ньт,рог,
6465,а̄ньтыӈ,рогатый,
6466,анеква,бабушка,по материнской линии
6467,аниглахтуӈкве,целоваться,
6468,аниглаӈкве,целовать,
6469,ань,сейчас,
6470,ань,теперь,
6471,анькас,горох,
6472,аньмунт,недавно,
6473,аньмус,поныне,
6474,аньмус,до настоящего времени,
6475,аньсяр,клык,
6476,аньты,только что,
6477,аньтыгмус,доныне,
6478,аньтыгмус,до сего времени,
6479,аня,куча,
6480,аня,толпа,
6481,аня,стадо,
6482,аня,стая,
6483,аняктаӈкве,свалить в кучу,
6484,аняктаӈкве,сгрудить,
6485,анятаӈкве,собраться,
6486,анятаӈкве,сгрудиться,
6487,а̄па,люлька,
6488,а̄па,колыбель,
6489,а̄прыӈ,быстрый,
6490,а̄прыӈ,ловкий,
6491,а̄пси,брат,младший
6492,а̄пыр,ловкость,
6493,а̄пырлаӈкве,изловчиться,
6494,апыг,внук,
6495,апыг,внучка,
6496,апыг,племянник,
6497,апыг,племянница,
6498,а̄рась,очаг,
6499,а̄рнта,долг,
6500,а̄рпи,рыболовный запор,
6501,а̄рппал,запор у берега,
6502,а̄рсын,аршин,
6503,а̄рталахтуӈкве,пытаться,
6504,а̄рталахтуӈкве,попытаться,
6505,а̄рталахтын ва̄рмаль,попытка,
6506,а̄рталаӈкве,измерить,
6507,а̄рталаӈкве,проверить,
6508,а̄ртмалаӈкве,удаваться,
6509,а̄ртмалаӈкве,получаться,
6510,а̄ртмил,удача,
6511,а̄ртмилыӈ,удачный,
6512,а̄ртмуӈкве,удаться,
6513,а̄ртмуӈкве,получиться,
6514,а̄ртмыгла̄луӈкве,получаться,
6515,а̄ртмыгла̄луӈкве,удаваться,
6516,арген,,нареч.
6517,арген,слишком,
6518,арген,зря,
6519,аргин,медь,
6520,армалтаӈкве,отобрать,
6521,арыг,лишний,
6522,арыгкем,слишком,
6523,арыгтаптуӈкве,отстранить,
6524,арыгтаптуӈкве,исключить,
6525,арыгтаптыгла̄луӈкве,отстранять,
6526,арыгтаптыгла̄луӈкве,исключать,
6527,арыгтаӈкве,остаться в излишке,
6528,арыгтаӈкве,стать лишним,
6529,а̄смас,полынья,
6530,а̄сталтаӈкве,закончить,
6531,а̄сталтаӈкве,приготовить,
6532,а̄стапаӈкве,кончиться,
6533,а̄стла̄лыглаӈкве,завершать,
6534,а̄стла̄лыглаӈкве,заканчивать,
6535,а̄стлахтуӈкве,готовиться,
6536,а̄стлахтуӈкве,приготовиться,
6537,а̄стлахтыгла̄луӈкве,приготовляться,
6538,а̄ступта̄луӈкве,заканчивать,много раз
6539,а̄ступтаӈкве,закончить,
6540,а̄стуӈкве,кончить,
6541,а̄стуӈкве,перестать,
6542,а̄сь,отец,
6543,а̄ся̄ги,старшая сестра мужа,
6544,а̄ся̄ги,тётя,
6545,ас,дыра,
6546,ас,отверстие,
6547,асёйка,дед,по материнской линии
6548,асирма,холод,
6549,асирма,мороз,
6550,асирма,холодно,
6551,асирман тыттуӈкве,обморозить,
6552,асирман тыттыгла̄луӈкве,обмораживать,
6553,асирмаӈ,холодный,
6554,асирмаӈ,студёный,
6555,астал,,нареч.
6556,астал,молча,
6557,асталакве̄г,втихомолку,
6558,асталнув,потише,
6559,асыӈ,дырявый,
6560,а̄твос,свинец,
6561,а̄ти,нет,
6562,а̄ти,не пойду,
6563,а̄тим,нет,
6564,а̄тим,отсутствует,
6565,а̄тя,отец,
6566,ат,,част.
6567,ат,не,
6568,ат,ат минэ̄гум не пойду,
6569,ат,пять,
6570,ат,запах,
6571,ат ва̄нэ,неизвестный,
6572,ат та̄ратаӈкве,запретить,
6573,ат таӈхим,неохотно,
6574,ат то̄вылхатнэ,недостающий,
6575,ат хо̄йхатнэ,негодный,
6576,ат ёлымтан,непобедимый,
6577,атая̄луӈкве,понюхать,
6578,атаяӈкве,чуять,
6579,атиӈк,иначе,
6580,атпан,пятьдесят,
6581,атса̄т,пятьсот,
6582,атта̄л,невкусный,
6583,атувъя̄луӈкве,понюхать,
6584,атуӈкве,собрать,
6585,атуӈкве,собирать,
6586,атхатуӈкве,собраться,
6587,атхатыгла̄луӈкве,собираться,
6588,атхуйплов,пятнадцать,
6589,атхунь,конечно,
6590,атхунь,понятно,
6591,атыл,сбор,
6592,атыл,собирание,
6593,атыньтахтуӈкве,нюхать,
6594,атыньтахтуӈкве,обнюхиваться,
6595,атыньтаӈкве,нюхать,
6596,атыр,ясный,
6597,атыр,ясное небо,
6598,атырмаӈкве,проясниться,о небе
6599,атырхари,голубой,
6600,атырхари,синий,
6601,атырхарпа,голубоватый,
6602,атырхарпа,синеватый,
6603,атыӈ,вкусный,
6604,атыӈ,сладкий,
6605,атыӈ,душистый,
6606,атыӈ,ароматный,
6607,атыӈ ня̄нь,пряник,
6608,атыӈут,сладость,
6609,а̄хвсалахтуӈкве,раздеться,
6610,а̄хвсалаӈкве,раздевать,
6611,а̄хвтас,камень,
6612,а̄хвтас пӯт,котёл,
6613,а̄хвтасыӈ,каменистый,
6614,а̄хт,протока,
6615,а̄хт а̄рпи,рыболовный запор,заграждение в протоке
6616,аюӈкве,пить,
6617,аялаӈкве,выпить,
6618,ва̄г,мощь,
6619,ва̄г,сила,
6620,ва̄глап,лямка,
6621,ва̄глап,ошейник,
6622,ва̄глуӈкве,спуститься,
6623,ва̄глуӈкве,сойти вниз,
6624,ва̄глыгла̄луӈкве,спускаться,
6625,ва̄глыгла̄луӈкве,сходить вниз,
6626,ва̄гта̄л,слабый,
6627,ва̄гта̄л,бессильный,
6628,ва̄гта̄лпатантаӈкве,обессилевать,
6629,ва̄гта̄лпатантаӈкве,ослабевать,
6630,ва̄гталпа̄туӈкве,устать,
6631,ва̄гталпа̄туӈкве,обессилеть,
6632,ва̄гылттаӈкве,спустить,с горы
6633,ва̄гылттаӈкве,небес,
6634,ва̄гыӈ,мощный,
6635,ва̄гыӈ,сильный,
6636,ва̄й,кисы,меховая обувь
6637,ва̄йпум,стелька,травяная
6638,ва̄йхатнэ ва̄рмаль,знакомство,
6639,ва̄йхатуӈкве,быть знакомыми,
6640,ва̄лм,мозг,
6641,ва̄льсям,стружка,
6642,ва̄нсы,трава,молодая
6643,ва̄нсы,мурава,
6644,ва̄нсыӈ,травяной,
6645,ва̄нтала̄лнэ хо̄тпа,кочевник,
6646,ва̄нтала̄луӈкве,кочевать,долго
6647,ва̄нтата̄луӈкве,водить за руку,длительно
6648,ва̄нтлуптаӈкве,переселить,
6649,ва̄нтлуптаӈкве,перегнать,скот
6650,ва̄нтлуптаӈкве,оленей,
6651,ва̄нтлуӈкве,кочевать,
6652,ва̄нтлуӈкве,переехать,
6653,ва̄нттуӈкве,вести,за руку
6654,ва̄нттуӈкве,за узду,
6655,ва̄нэ,знакомый,
6656,ва̄нэ,известный,
6657,ва̄пс,зять,
6658,ва̄рантаӈкве,делать,медленно
6659,ва̄рантаӈкве,не спеша,
6660,ва̄рапахтуӈкве,превратиться,
6661,ва̄рапаӈкве,сделать,быстро
6662,ва̄рмалиӈ,деловой,
6663,ва̄рмалиӈ,деловитый,
6664,ва̄рмаль,дело,
6665,ва̄рмыгтаӈкве,начать делать,
6666,ва̄рнут,результат труда,
6667,ва̄рсятаӈкве,шлёпнуться,
6668,ва̄рсятаӈкве,хлопнуться,
6669,ва̄ртул,приём,
6670,ва̄ртул,способ,
6671,ва̄руӈкве,делать,
6672,ва̄руӈкве,строить,
6673,ва̄руӈкве,создавать,
6674,ва̄руӈкве,совершать,
6675,ва̄рыгла̄луӈкве,делать,неоднократно
6676,ва̄рыгла̄луӈкве,создавать,
6677,ва̄рылтап,заказ,
6678,ва̄рыхтаӈкве,каркать,
6679,ва̄с,утка,
6680,ва̄с пы̄грись,утёнок,
6681,ва̄синтатта̄л,невиданный,
6682,ва̄синтаӈкве,видеть,иногда
6683,ва̄ситаӈкве,вываривать,
6684,ва̄ситаӈкве,вытапливать жир,
6685,ва̄т,тридцать,
6686,ва̄та,берег,
6687,ва̄та̄л,незнакомый,
6688,ва̄та̄л-хасьта̄л,невзначай,
6689,ва̄талахтуӈкве,свататься,
6690,ва̄тахум,купец,
6691,ва̄ти,короткий,
6692,ва̄тима̄лыглаӈкве,приближаться,
6693,ва̄тимаӈкве,приблизиться,
6694,ва̄тимта̄лыглаӈкве,приближать,
6695,ва̄тимтаӈкве,приблизить,
6696,ва̄тихал,часто,
6697,ва̄туӈкве,собирать,ягоды
6698,ва̄туӈкве,есть,о медведе
6699,ва̄тыгла̄луӈкве,собирать,ягоды
6700,ва̄тыт,тридцатый,
6701,ва̄ӈкариӈ,развилистый,
6702,ва̄ӈкариӈ,кривой,
6703,ва̄ӈкариӈ,косой,
6704,ва̄ӈкве,знать,
6705,ва̄ӈкве,видеть,
6706,ва̄ӈклатаӈкве,споткнуться,
6707,ва̄ӈклуӈкве,спотыкаться,
6708,ва̄ӈкрип,багор,
6709,ва̄ӈксуӈкве,ползать,
6710,ва̄ӈксуӈкве,ползти,
6711,ва̄ӈкуӈкве,ползти,
6712,ва̄ӈкыртахтуӈкве,бодаться,
6713,ва̄ӈкыртаӈкве,зацепить крючком,
6714,ва̄ӈкыртаӈкве,багром,
6715,ва̄ӈныӈ-консыӈ,плечистый,
6716,ва̄ӈын,плечо,
6717,ва̄ӈын лувнур,ключица,
6718,ва̄ӈынлув,плечевая кость,
6719,ва̄ӈынхум,помощник,
6720,ве̄рита̄лыгла̄луӈкве,удерживаться,
6721,ве̄ритатта̄л,невыносимый,
6722,ве̄ритаӈкве,терпеть,
6723,ве̄рмуӈкве,мочь,
6724,ве̄рмхатуӈкве,справиться,с делами
6725,ве̄рста,верста,
6726,ве̄ртпи,терпение,
6727,ве̄ртпиӈ,терпеливый,
6728,ве̄стуӈкве,спасти,
6729,ве̄стхатуӈкве,спастись,
6730,ве̄ськат,честный,
6731,ве̄ськат ва̄рмаль,правда,
6732,ве̄ськат ва̄рмаль,справедливый,
6733,ве̄ськат ва̄рмаль,правильный,
6734,ве̄ськат ва̄рмаль,честный,
6735,ве̄ськатлахтуӈкве,оправдываться,
6736,ве̄ськатта̄л,неискренний,
6737,ве̄ськаты̄г,честно,
6738,ве̄ськаты̄г,искренне,
6739,виӈкве,взять,
6740,виӈкве,получить,
6741,винтаӈ,винтовой,
6742,висар,водоворот,
6743,вит,вода,
6744,витвит,ведро,берестяное
6745,витво̄ӈха,прорубь,
6746,витво̄ӈха,лужа,
6747,виткась,водяной,дух
6748,витн сялтуӈкве,утонуть,
6749,витпум,водоросль,
6750,витсам,капля,
6751,витсов,водная поверхность,
6752,витуй,бобёр,
6753,витхарыӈ,сырой,
6754,витхарыӈ,влажный,
6755,витхӯрыг,волдырь,
6756,витхӯрыг,огурец,
6757,витыӈ,мокрый,
6758,витыӈ,сырость,
6759,вӣльт,лицо,
6760,вӣльт cэ̄гнэ то̄р,полотенце,
6761,вӣльт суснэ ке̄р,зеркало,
6762,вӣльтъят,лоб,
6763,во̄влаӈкве,окликнуть,
6764,во̄вмыгтаӈкве,попросить,
6765,во̄вмыгтаӈкве,потребовать,
6766,во̄вта,тонкий,про лёд
6767,во̄вта,ткань,
6768,во̄вта̄л,непрошенный,
6769,во̄втма,висок,
6770,во̄вуӈкве,звать,
6771,во̄вуӈкве,призвать,
6772,во̄вхатуӈкве,проситься,
6773,во̄выгла̄луӈкве,приглашать,
6774,во̄итаӈкве,ожиреть,
6775,во̄иӈ,жирный,
6776,во̄й,жир,
6777,во̄й,масло,
6778,во̄й,сало,
6779,во̄ль,плёс,
6780,во̄нтыр,выдра,
6781,во̄псатаӈкве,мелькнуть,
6782,во̄р,лес,
6783,во̄р кати,рысь,
6784,во̄р салы,дикий олень,
6785,во̄р сяхыл,роща,
6786,во̄р ӯргалан хо̄тпа,лесник,
6787,во̄раян ва̄рмаль,охота,на зверя
6788,во̄раян хум,охотник,
6789,во̄раяӈкве,охотиться,
6790,во̄рмалта̄лыглаӈкве,воздвигать,
6791,во̄рмалта̄лыглаӈкве,строить,здание
6792,во̄рмалтаӈкве,воздвигнуть,
6793,во̄рмалтаӈкве,построить,здание
6794,во̄рто̄лно̄йка,медведь,
6795,во̄рто̄лнут,медведь,
6796,во̄ртпи,подпорка,
6797,во̄ртуӈкве,подпереть,
6798,во̄ртуӈкве,насторожить,слопец
6799,во̄ртхатуӈкве,упереться,
6800,во̄ртыпа̄л,левый,
6801,во̄руй,дикий зверь,
6802,во̄рупнэ,кедровка,птица
6803,во̄рут,чудовище,
6804,во̄рут,леший,
6805,во̄сьлыл,горе,
6806,во̄сэвхӯрыг,желудок,
6807,во̄т,ветер,
6808,во̄тас,метель,
6809,во̄тас,пурга,
6810,во̄тас,буран,
6811,во̄тас,вьюга,
6812,во̄тасаӈкве,дунуть,о ветре
6813,во̄тла̄лыглаӈкве,проветривать,
6814,во̄тлаӈкве,проветрить,
6815,во̄тмыгтаӈкве,подуть,о ветре
6816,во̄тпыг,вихрь,
6817,во̄тумтаӈкве,начать дуть,о ветре
6818,во̄туӈкве,дуть,о ветре
6819,во̄тым,седой,
6820,во̄тыӈ,ветреный,
6821,во̄ӈха,берлога,
6822,во̄ӈха,нора,
6823,во̄ӈха,яма,
6824,воӈнум,упругий,
6825,воӈнум,тугой,
6826,воӈнуӈкве,напружиться,
6827,воӈнуӈкве,надуться,
6828,воӈынлаӈкве,натянуть,
6829,воӈынлаӈкве,растянуть,
6830,войкан,белый,
6831,войкан,светлый,
6832,войкан витуп,беловодный,
6833,войкан пуӈкуп,белокурый,
6834,войкан ракт,известь,
6835,войла̄луӈкве,брать,
6836,войлыглаӈкве,брать,неоднократно
6837,войхатуӈкве,браться,
6838,войхатуӈкве,взяться,
6839,войхатыглаӈкве,приниматься,
6840,войхатыглаӈкве,браться,неоднократно
6841,волтуӈкве,тесать,
6842,волтуӈкве,строгать,
6843,волтыгла̄луӈкве,тесать,
6844,волтыгла̄луӈкве,строгать,неоднократно
6845,вольгалтахтуӈкве,заблестеть,
6846,вольгуӈкве,блестеть,
6847,вольгыглаӈкве,блестеть,неоднократно
6848,вольгын,блестящий,
6849,вольк,скользкий,
6850,волькатаӈкве,поскользнуться,
6851,волькуӈкве,скользить,
6852,волькыӈ,скользкий,
6853,волятаӈкве,блеснуть,о воде
6854,вониртахтуӈкве,прищуриться,
6855,вониртахтыгла̄луӈкве,прищуриваться,
6856,вониртаӈкве,щурить,
6857,воньсял,пустынный,о земле
6858,ворасьлап,спор,
6859,ворасьлахтуӈкве,спорить,
6860,ворасьлахтуӈкве,ссориться,
6861,ворасьлаӈкве,спорить,
6862,воратахтуӈкве,оспаривать,
6863,воратаӈкве,стремиться,
6864,воратаӈкве,порываться,
6865,воргуӈкве,сверкать,
6866,ворил,еле,
6867,ворил,насилу,
6868,ворилты,кое-как,
6869,воримта̄лыглаӈкве,одолевать,
6870,воримтаӈкве,одолеть,
6871,воритотнэ ва̄рмаль,борьба,
6872,воритотуӈкве,бороться,
6873,вориӈ,упрямый,
6874,вориӈ,настойчивый,
6875,ворсик,трясогузка,
6876,вортгалахтуӈкве,упрямиться,
6877,вортыӈ,упрямый,о человеке
6878,восвоснэ,камышовка,птица
6879,восгасаӈкве,прошептать,
6880,восгаяӈкве,шепнуть,
6881,восгил,шёпот,
6882,восгуӈкве,шептать,
6883,восиртахтуӈкве,горчить,
6884,восиртахтын,горький,на вкус
6885,восы,копоть,
6886,восытаӈкве,коптить,
6887,воськаса̄лыглаӈкве,бросать,
6888,воськаса̄лыглаӈкве,покидать,
6889,воськасаӈкве,бросить,
6890,воськасаӈкве,покинуть,
6891,восьлах,слякоть,
6892,восьлах,грязь,
6893,восьлахыӈ,грязный,
6894,восьрам,желчь,
6895,восьрам,жёлтый,
6896,восьрамхарпа,желтоватый,
6897,восьрамыӈ,горький,
6898,восяла̄луӈкве,кривляться,о человеке
6899,вотгалаӈкве,гладить,
6900,вотгалаӈкве,ласкать,
6901,вотгыглаӈкве,гладить,
6902,вотгыглаӈкве,ласкать,неоднократно
6903,воянта̄лыглаӈкве,защищать,
6904,воянтахтуӈкве,защищаться,
6905,воянтаӈкве,защитить,
6906,ӯвси,старшая сестра,
6907,ӯвси,тётя,по отцовской линии
6908,вуйхатаӈкве,браться,
6909,вуйхатаӈкве,взяться,
6910,вы̄гратаӈкве,краснеть,
6911,вы̄гратаӈкве,покраснеть,
6912,вы̄гыр,красный,
6913,вы̄гыр,бордовый,
6914,вы̄гыр па̄йтуп,румяный,
6915,вы̄гырхарпа,коричневый,
6916,вы̄гырхарпа,рыжий,
6917,е̄ӈта,круглый,
6918,е̄ӈта̄г,сделать круглым,
6919,е̄ӈтала̄кв,окружность,
6920,е̄ӈтапа̄л,полукруг,
6921,е̄мт,случай,
6922,е̄мтала̄луӈкве,случаться,
6923,е̄мталаӈкве,случиться,
6924,е̄мтан,сталь,
6925,е̄мтантаӈкве,становиться,
6926,е̄мтантаӈкве,делаться,постепенно
6927,е̄мтапаӈкве,сделаться,моментально
6928,е̄мтапаӈкве,оказаться,неожиданно
6929,е̄мтуӈкве,стать,
6930,е̄мтуӈкве,получиться,
6931,е̄мтуӈкве,сбыться,
6932,е̄мтыгла̄луӈкве,получаться,
6933,е̄мтыгла̄луӈкве,сбываться,
6934,е̄мтыгла̄луӈкве,совершаться,
6935,е̄р,край,
6936,е̄р,грань,
6937,е̄р,рубеж,
6938,е̄р,граница,
6939,е̄ри,вбок,
6940,е̄ри,боком,
6941,е̄ри,кривой,
6942,е̄ри-нёвумтаӈкве,пошатнуться,
6943,е̄ри-патуӈкве,накрениться,
6944,е̄ри-рагатаӈкве,упасть набок,в сторону
6945,е̄ри-хӯтуӈкве,склониться,на бок
6946,ертысьма,ненастье,
6947,ертысьмаӈ,ненастный,
6948,ё̄ӈхамлаптуӈкве,закружить,
6949,ё̄ӈхамлаӈкве,закружиться,
6950,ё̄ӈханта̄нтуӈкве,кружиться,
6951,ё̄ӈхата̄луӈкве,вертеть,
6952,ё̄ӈхатахтыглаӈкве,повертеться,
6953,ё̄ӈхуп,луна,
6954,ё̄ӈхуӈкве,вертеться,
6955,ё̄ӈхуӈкве,вращаться,
6956,ё̄ӈхуӈкве,кружиться,
6957,ё̄ӈхыгпаптуӈкве,повернуть,
6958,ёвт,лук,оружие
6959,ёвт ква̄лыг,тетива,
6960,ёвт я̄нтув,тетива,
6961,ёвтлуӈкве,мерять луком,во время игры
6962,ёвтуӈкве,купить,
6963,ёл-ва̄глантаӈкве,спускаться,
6964,ёл-ва̄глантаӈкве,слезать,
6965,ёл-ва̄глуӈкве,спуститься,
6966,ёл-ва̄глуӈкве,слезть,
6967,ёл-ва̄глыгла̄луӈкве,слезать,
6968,ёл-ва̄гылттаӈкве,спустить,вниз
6969,ёл-ва̄нттуӈкве,свести,вниз
6970,ёл-исуӈкве,приземлиться,о птице
6971,ёл-исыл,посадка,
6972,ёл-лаквуӈкве,сползти,
6973,ёл-лаквыгла̄луӈкве,сползать,
6974,ёл-лоньхатаӈкве,обвалиться,
6975,ёл-лоньхатаӈкве,рухнуть,
6976,ёл-лю̄лигла̄луӈкве,останавливаться,
6977,ёл-лю̄люӈкве,остановиться,
6978,ёл-нарумтаӈкве,столкнуть,вниз
6979,ёл-нэ̄гуӈкве,привязать,
6980,ёл-нэ̄гхатуӈкве,привязаться,
6981,ёл-няртумтаӈкве,сдёрнуть,
6982,ёл-няртумтаӈкве,сорвать,вниз
6983,ёл-овантаӈкве,стекать,
6984,ёл-овуӈкве,стечь,о воде
6985,ёл-оилматуӈкве,заснуть,
6986,ёл-оилматуӈкве,уснуть,
6987,ёл-ойматуӈкве,сорваться,
6988,ёл-оюӈкве,уснуть,
6989,ёл-оянтаӈкве,засыпать,
6990,ёл-па̄тыраӈкве,закатиться,
6991,ёл-паргуӈкве,осыпаться,
6992,ёл-паттуӈкве,уронить,
6993,ёл-патуӈкве,упасть,
6994,ёл-по̄илттаӈкве,остановить,
6995,ёл-по̄илттаӈкве,успокоить,
6996,ёл-по̄йтуӈкве,остановиться,
6997,ёл-по̄йтуӈкве,перестать,
6998,ёл-по̄люӈкве,примерзать,
6999,ёл-повараӈкве,скатиться,
7000,ёл-порыгмаӈкве,спрыгнуть,
7001,ёл-порыгмаӈкве,соскочить,
7002,ёл-пувуӈкве,удержать,
7003,ёл-пувуӈкве,задержать,
7004,ёл-ра̄гматаӈкве,провалиться,быстро
7005,ёл-ра̄гпуӈкве,провалиться,
7006,ёл-ра̄гпуӈкве,обрушиться,о постройке
7007,ёл-ротмалтаӈкве,успокоить,
7008,ёл-ротмуӈкве,успокоиться,
7009,ёл-ротумтатта̄л,неугомонный,
7010,ёл-са̄груӈкве,срубить,
7011,ёл-сартуӈкве,спилить,
7012,ёл-со̄суӈкве,вылить,
7013,ёл-сялтуӈкве,увязнуть,
7014,ёл-сё̄пита̄хтуӈкве,укладываться,спать
7015,ёл-та̄ратахтуӈкве,спуститься,
7016,ёл-та̄ратаӈкве,спустить,вниз
7017,ёл-тагапаӈкве,застрять,
7018,ёл-тахамтаӈкве,скатиться,с горы
7019,ёл-торамлаӈкве,успокоиться,
7020,ёл-торамтаӈкве,успокоить,
7021,ёл-торылтаӈкве,уронить,
7022,ёл-тосуӈкве,убыть,о воде
7023,ёл-туясаӈкве,столкнуть,
7024,ёл-тыламлаӈкве,спуститься,о птице
7025,ёл-тӯйтуӈкве,спрятать,
7026,ёл-тӯсьтуӈкве,воткнуть,
7027,ёл-ха̄йтуӈкве,сбежать,вниз
7028,ёл-хартуӈкве,стащить,
7029,ёл-хартуӈкве,стянуть,вниз
7030,ёл-хуюӈкве,лечь,
7031,ёл-хӯтувъяӈкве,нагнуться,
7032,ёл-хӯтылтаӈкве,нагнуть,
7033,ёл-хӯтылтаӈкве,склонить,
7034,ёл-ю̄ныгтаӈкве,сбить,
7035,ёл-юнумтаӈкве,уснуть,
7036,ёл-я̄рмуӈкве,застрять,
7037,ёл-яктапаӈкве,срубить,
7038,ёл-яктуӈкве,рубить,
7039,ёл-ӯнтуӈкве,сесть,о солнце
7040,ёл-ӯнтуӈкве,садиться,
7041,ёлаль,вниз,
7042,ёлн,внизу,
7043,ёлы,нижний,
7044,ёлыл,снизу,
7045,ёлымта̄лыглаӈкве,одолевать,
7046,ёлымта̄лыглаӈкве,побеждать,
7047,ёлымтатта̄л,непобедимый,
7048,ёлымтаӈкве,одолеть,
7049,ёлымтаӈкве,победить,
7050,ёлысов,штаны,
7051,ёлысов,брюки,
7052,ёлысуп,штаны,
7053,ёлысуп,юбка,
7054,ё̄малтахтуӈкве,пойти,
7055,ё̄малтахтуӈкве,отправиться,пешком
7056,ё̄мантаӈкве,идти,не спеша
7057,ё̄масаӈкве,шагнуть,
7058,ё̄млыгтаӈкве,прошагать,быстро
7059,ё̄муӈкве,идти пешком,
7060,ё̄муӈкве,шагом,
7061,ё̄мыгтаӈкве,ходить,
7062,ё̄мыгтаӈкве,похаживать,
7063,ёмас,добро,
7064,ёмас,добрый,
7065,ёмас,хороший,
7066,ёмасмахтуӈкве,помириться,
7067,ёмасмаӈкве,улучшиться,
7068,ёмасмаӈкве,сделаться хорошим,
7069,ёмаспа̄л,правая,сторона
7070,ёмаспа̄лн,вправо,
7071,ёмаспа̄лн,направо,
7072,ёмаспа̄лт,справа,
7073,ёмасы̄г,хорошо,
7074,ёмасы̄г ва̄руӈкве,улучшить,
7075,ёмасы̄г е̄мтуӈкве,улучшиться,
7076,ёмасы̄г е̄мтуӈкве,сделаться хорошим,
7077,ёмасякв,хорошо,
7078,ёмсякве̄г,хорошенько,
7079,ёмсякве̄г,основательно,
7080,ё̄нхыгпаӈкве,повернуться,
7081,ёнгалтахтуӈкве,начать играть,
7082,ёнгалтаӈкве,забавлять,
7083,ёнгасаӈкве,забавляться,
7084,ёнгасаӈкве,резвиться,
7085,ёнгил,игра,
7086,ёнгуӈкве,играть,
7087,ёнгынут,игрушка,
7088,ё̄паньси,войлок,
7089,ё̄р ёхтта̄л,непосильный,
7090,ё̄рамтахтуӈкве,укрепиться,
7091,ё̄рамтахтуӈкве,усилиться,
7092,ё̄рамтаӈкве,усилить,
7093,ё̄рамтаӈкве,укрепить,
7094,ё̄рмуӈкве,усилиться,
