|target|source
331|Урныл ёл-вāглуманыл Ӣсусын лāввēсыт, тāн ты урыл ул вос потыртэ̄гыт та пора мус, хунь Э̄лумхōлас Пы̄г сорме юи-пāлт нōх-ялты.|Когда же сходили они с горы, Он не велел никому рассказывать о том, что видели, доколе Сын Человеческий не воскреснет из мертвых.
332|Ханисьтахтын хумиянэ тāнки халанылт китыглахтасыт: мāныр ман тамле “сорумныл нōх-ялтуӈкве”.|И они удержали это слово, спрашивая друг друга, что значит: воскреснуть из мертвых.
333|Ханисьтахтын хумыт Ӣсус китыгласаныл:— Сāккон тотнэ хумыт манрыг тох лāвēгыт, эрттам Кристос ёхтьнэ̄тэ э̄лы-пāлт Ӣлия ювле-ёхты?|И спросили Его: как же книжники говорят, что Илии надлежит придти прежде?
334|Ӣсус лāвыс:— Сōль, Ӣлиян сāртын ёхтуӈкве э̄ри, пуссын вāрмалит сё̄питан мāгыс. Э̄лумхōлас Пы̄г урыл тох хансым ōлы. Тав савалаӈкве паты ос Тавēныл пуссын пōхан-минасыт.|Он сказал им в ответ: правда, Илия должен придти прежде и устроить всё; и Сыну Человеческому, как написано о Нем, [надлежит] много пострадать и быть уничижену.
335|Ам нāнан лāвēгум, Ӣлия ёхтыс. Мāхум тав ётэ мāныр тахсыт, таи вāрсыт. Тав урēтыл тох хансым ōлы.|Но говорю вам, что и Илия пришел, и поступили с ним, как хотели, как написано о нем.
336|Ювле-ёхтуманылт тāн сунсэ̄гыт, юн хультсам ханисьтахтын хумиянэ мирн мӯвылтымат. Тāн ань сāккон тотнэ хумыт ёт ворасьлахтасыт.|Придя к ученикам, увидел много народа около них и книжников, спорящих с ними.
337|Мāхум Ӣсус кāсаламанылт Тав ётэ пасялахтуӈкве тара-та хāйтсыт.|Тотчас, увидев Его, весь народ изумился, и, подбегая, приветствовали Его.
338|— Мāныр нāн ворасьлахтэгы̄н? — Ӣсус китыглахтас.|Он спросил книжников: о чем спорите с ними?
339|Тōнт мāхум халныл акв хум нэ̄глыс, лāвыс:— Ханисьтан хум! Ам Наӈ пāлтын пы̄гум тотсум. Тав кӣврэ̄т нēлмтал куль ӯнлы.|Один из народа сказал в ответ: Учитель! я привел к Тебе сына моего, одержимого духом немым:
340|Кулин сака саватаве: мā тāрмыл вуськасаве, сӯпе нēрыл контги, пуӈканэт сяхиртэ̄гыт. Тав йӣв сāйт хольт тōсыс. Наӈ ханисьтахтын хумиянын пы̄гум пусмалтаӈкве ēмталасаныл кос, ат вēрмысаныл.|где ни схватывает его, повергает его на землю, и он испускает пену, и скрежещет зубами своими, и цепенеет. Говорил я ученикам Твоим, чтобы изгнали его, и они не могли.
341|Ӣсус ювле-лāвыс:— Ана-нā! Нāн нэ̄матырн ат агтнэ мāхум! Нāн ётын ōлуӈкве Āнумн иӈ мансāвит э̄ри? Пы̄грись тыг тотэлы̄н.|Отвечая ему, Иисус сказал: о, род неверный! доколе буду с вами? доколе буду терпеть вас? Приведите его ко Мне.
342|Пы̄грись тотвес. Ӣсус кāсаламēт куль та пы̄грысь тōргалтастэ. Тав мā тāрмыл рагатас, сӯпēныл нēр контгыс.|И привели его к Нему. Как скоро [бесноватый] увидел Его, дух сотряс его; он упал на землю и валялся, испуская пену.
343|Ӣсус китыглахтас: — Тав тамлēг хосат ēмтыс?— Сяр мāнь пора тāгыл, — āсе лāвыс.|И спросил [Иисус] отца его: как давно это сделалось с ним? Он сказал: с детства;
344|— Кулин сāв сёс порслаӈкве ēмталавес. Тавман нāйн, тавман витн вуськасāлыстэ. Мāнав сāлитэ̄лын! Вēрмэгын-ке, нё̄тэн!|и многократно [дух] бросал его и в огонь и в воду, чтобы погубить его; но, если что можешь, сжалься над нами и помоги нам.
345|Ӣсус лāвыс:— Манрыг лāвēгын “вēрмегын-ке”? Хотъют агты, тав пуссын вēрми.|Иисус сказал ему: если сколько-нибудь можешь веровать, всё возможно верующему.
346|Пы̄грись āсе ань рōӈхувлас:— Ам агтэ̄гум, Кӯсяй! Ам ат агтнэ вāрмалюмн нё̄тэн.|И тотчас отец отрока воскликнул со слезами: верую, Господи! помоги моему неверию.
347|Ань Ӣсус сунсы: мāхум ōс атхатаӈкве та патсыт. Тав куль нупыл кантыӈысь ля̄галас:— Нēлмтал-пальтāл куль! Ам наӈын лāвēгум: пы̄грысьныл кон-минэн! Воссыг нэ̄мхуньт тавēн ул ся̄лтэн!|Иисус, видя, что сбегается народ, запретил духу нечистому, сказав ему: дух немой и глухой! Я повелеваю тебе, выйди из него и впредь не входи в него.
348|Куль рōӈхалтахтас, пы̄грись тōргалтастэ, тавēныл кон-минас. Пы̄грись мā тāрмыл хуяс, сяр ат нёвсыс.Ань мāхум лāвсыт:— Сорумн та патыс.|И, вскрикнув и сильно сотрясши его, вышел; и он сделался, как мертвый, так что многие говорили, что он умер.
349|Пы̄грись Ӣсусын кāтэ̄т пуввес, нōх-лю̄люӈкве нё̄твес. Пы̄грись нōх-лю̄лис.|Но Иисус, взяв его за руку, поднял его; и он встал.
350|Та вāрмаль юи-пāлт ханисьтахтын хумиянэ китыглахтасыт:— Мāн ты куль кон-ня̄влуӈкве манрыг ат вēрмыслув?|И как вошел [Иисус] в дом, ученики Его спрашивали Его наедине: почему мы не могли изгнать его?
351|Ӣсус ювле-лāвыс:— Тамле куль тӯп пōйкилыл ос пост ёт кон-ня̄влуӈкве вēрмаве.|И сказал им: сей род не может выйти иначе, как от молитвы и поста.
352|Ӣсус ханисьтахтын юртанэ ёт та мāныл Галилея мā тāра минас. Ӣсус сытамыл ōлыс.|Выйдя оттуда, проходили через Галилею; и Он не хотел, чтобы кто узнал.
353|Тав юрт хумиянэ э̄лаль ханисьтасанэ:— Э̄лумхōлас Пы̄г мāхум кāтын миве. Тувыл порславе. Хӯрум хōтал оигпан юи-пāлыт Тав нōх-ялты.|Ибо учил Своих учеников и говорил им, что Сын Человеческий предан будет в руки человеческие и убьют Его, и, по убиении, в третий день воскреснет.
354|Ханисьтахтын хумиянэ ты лāтӈыт ат торгамтасаныл, китыглахтуӈкве ос пилсыт.|Но они не разумели сих слов, а спросить Его боялись.
355|Ӣсус ханисьтахтын хумиянэ ёт Капернаум ӯсн ёхтыс. Юн Ӣсусын тāн китыглавēсыт:— Лāвēн, мāныр урыл нāн лё̄ӈх хосыт минымав потыртасын?|Пришел в Капернаум; и когда был в доме, спросил их: о чем дорогою вы рассуждали между собою?
356|Тōнт тāн нэ̄матыр ат лāвсыт. Лё̄ӈхыт тāн потыртасыт, хотъютаныл сяр яныгнув. Таи мāгыс тāн астал ōлсыт.|Они молчали; потому что дорогою рассуждали между собою, кто больше.
357|Ӣсус ёл-ӯнтыс, китхуйплув хумиянэ ляпан вōвсанэ, лāвыс:— Хотъют сяр янгы̄г ōлуӈкве таӈхи, таи сяр юи-ōвылт вос ōлы. Кāсыӈ хōтпан мēтхумы̄г вос ōлы.|И, сев, призвал двенадцать и сказал им: кто хочет быть первым, будь из всех последним и всем слугою.
358|Тав мāнь ня̄врам ляпан вис, тāнки халанылн ӯнттыстэ, э̄лаль потыртас:|И, взяв дитя, поставил его посреди них и, обняв его, сказал им:
359|— Хотъют тамле ня̄врам сымн вы̄г, таи Āнум сымн вы̄г. Ос хотъют Анум сымн вы̄г, тав Āнумн кēтум хōтпа сымн вы̄г.|кто примет одно из таких детей во имя Мое, тот принимает Меня; а кто Меня примет, тот не Меня принимает, но Пославшего Меня.
360|Иоан Ӣсус нупыл лāвыс:— Ханисьтан хум! Мāн акв э̄лумхōлас вāсув, тав Наӈ намынт кулит кон-ня̄влы. Тав мāн ётув ат ōлы, таимāгыс мāн тавēн лāвсув: тох ул вос вāри.|При сем Иоанн сказал: Учитель! мы видели человека, который именем Твоим изгоняет бесов, а не ходит за нами; и запретили ему, потому что не ходит за нами.
361|Ӣсус лāвыс:— Тох ул вāрēн! Хотъют Ам намум ёт ōлыглаттāл нак вāри, та хōтпа Āнумныл лю̄ль лāвуӈкве ат вēрми.|Иисус сказал: не запрещайте ему, ибо никто, сотворивший чудо именем Моим, не может вскоре злословить Меня.
362|Хотъют мāн торгув ат ōлы, таи мāн ётув ōлы.|Ибо кто не против вас, тот за вас.
363|Мāк нāнан лāвēгум: хотьют Ам мāгсылум нāнан витыл айтытэ, та хōтпа такви мӯйлупсатэ ат тыпылтытэ.|И кто напоит вас чашею воды во имя Мое, потому что вы Христовы, истинно говорю вам, не потеряет награды своей.
364|Ос хотъют Āнумын агтнэ ня̄врам карек вāруӈкве хуйтытэ, та хōтпа сыплувēн колас-сакватан пāртыл нэ̄гим ся̄рысьн вуськасаӈкве э̄ри.|А кто соблазнит одного из малых сих, верующих в Меня, тому лучше было бы, если бы повесили ему жерновный камень на шею и бросили его в море.
365|Наӈ кāты̄н карек вāруӈкве ке хуйтавен, кāтын хот-саграпēлын. Наӈын ёмаснув кāтпāлыл āкваг э̄лаль ōлуӈкве, ман кāтагын ёт турман мā ёлы-пāлн ся̄лтуӈкве ос тот āкваг нāй кӣвырт сяруӈкве.|И если соблазняет тебя рука твоя, отсеки ее: лучше тебе увечному войти в жизнь, нежели с двумя руками идти в геенну, в огонь неугасимый,
366|Наӈ лāглы̄н карек вāруӈкве ке хуйтавен, лāглын хот-саграпēлын. Ёмаснув, лāгылтал āкваг э̄лаль ōлуӈкве, ман лāглагын ёт турман мāн патуӈкве. |где червь их не умирает и огонь не угасает.
367|Наӈ лāглы̄н карек вāруӈкве ке хуйтавен, лāглын хот-саграпēлын. Ёмаснув, лāгылтал āкваг э̄лаль ōлуӈкве, ман лāглагын ёт турман мāн патуӈкве. |И если нога твоя соблазняет тебя, отсеки ее: лучше тебе войти в жизнь хромому, нежели с двумя ногами быть ввержену в геенну, в огонь неугасимый,
368|Тот ня̄руй ат холы, нāй ат харыглы.|где червь их не умирает и огонь не угасает.
369|Наӈ самы̄н ке касилтавен карек вāруӈкве, самын хот-пувтмēлын. Ёмаснув акв сампāлыл Тōрум ōлнэ хōн-мāн ся̄лтуӈкве, ман кит самагын ёт турман мā ёлы-пāлн вуськасавен.|И если глаз твой соблазняет тебя, вырви его: лучше тебе с одним глазом войти в Царствие Божие, нежели с двумя глазами быть ввержену в геенну огненную,
370|Тот ня̄руй ат холы, нāй ат харыглы.|где червь их не умирает и огонь не угасает.
371|Кāсыӈ хōтпа солвалтаӈкве э̄ри. Кāсыӈ йир солвалтаӈкве э̄ри.|Ибо всякий огнем осолится, и всякая жертва солью осолится.
372|Солвал ёмас. Солвал аттāл ке ēмты, таве солвалыӈы̄г хумус вāрилы̄н? Нāнки кӣвырт ōсьнэ солвалы̄н ӯргалэ̄лы̄н. Халынт юртыӈысь, сымыӈысь олэ̄н.|Соль--добрая [вещь]; но ежели соль не солона будет, чем вы ее поправите? Имейте в себе соль, и мир имейте между собою.
373|Та мāт хультуптаме юи-пāлт Иордан я̄ мōт пāлныл Ӣсус Юдея мāн ёхтыс. Тав пāлтэ ōс мир атхатас. Тав тāнаныл э̄лаль ханисьтаӈкве патсанэ.|Отправившись оттуда, приходит в пределы Иудейские за Иорданскою стороною. Опять собирается к Нему народ, и, по обычаю Своему, Он опять учил их.
374|Ӣсус палт фарисейт ёхтысыт. Тāн Таве сāвсыр лāтӈыл пувумтаӈкве ēмталасаныл:— Нэ̄г-хумы̄гн китты̄г минуӈкве рōви манос āти?|Подошли фарисеи и спросили, искушая Его: позволительно ли разводиться мужу с женою?
375|Ӣсус ювле-китыглахтас:— Нāнан Моисей сāккон сирыл мāныр вāруӈкве э̄ри?|Он сказал им в ответ: что заповедал вам Моисей?
376|Тāн лāвсыт:— Моисей китты̄г минуӈкве тартахтыглас. Китты̄г миннэ нэ̄пак хумытэ̄н хансуӈкве э̄рыс. Тувыл хумн нэ̄тэ хулю̄ӈкве рōвыс.|Они сказали: Моисей позволил писать разводное письмо и разводиться.
377|Ӣсус лāвыс:— Нāн кāнтыӈ лю̄ль сыманы̄н мāгыс Моисей нāнан тамле сāккон хӯлис.|Иисус сказал им в ответ: по жестокосердию вашему он написал вам сию заповедь.
378|Мā-вит ӯнтум пāсыл Тōрум хум ос нэ̄ вāрыс.|В начале же создания, Бог мужчину и женщину сотворил их.
379|Таимāгыс хум ся̄няге-āсяге хӯлияге, э̄кватэ̄нт аквъёт ōлуӈкве патэ̄г.|Посему оставит человек отца своего и мать
380|Тэ̄н аквтуп акв пуӈк, акв нё̄выль. Тэ̄н кит хōтпāг ат ōлэ̄г. Тэ̄н акв хōтпаг ēмтэ̄г.|и прилепится к жене своей, и будут два одною плотью; так что они уже не двое, но одна плоть.
381|Тōрумн маныр акван тотыс, э̄лумхōласын китты̄г тотуӈкве ат рōви.|Итак, что Бог сочетал, того человек да не разлучает.
382|Ётыл ханисьтахтын хумиянэ ты урыл ōс китыглахтасыт.|В доме ученики Его опять спросили Его о том же.
383|Ӣсус тāнанылн тох лāвыс:— Хотъют нэ̄тэ ёт киттыг мины, мōт нэ̄ тоты, та хум акв пуӈк акв нё̄выл хот-сакваты.|Он сказал им: кто разведется с женою своею и женится на другой, тот прелюбодействует от нее;
384|Нэ̄ хумитэ ёт китты̄г ке мины, тав ос акв пуӈк, акв нё̄выл хот-сакваты.|и если жена разведется с мужем своим и выйдет за другого, прелюбодействует.
385|Мāхум мāнь ня̄враманыл Ӣсус палт тотсаныл. Тав тāн пāлттыланыл вос карссатаптыглахты. Ханисьтахтын хумиянэн та ня̄врамыӈ мāхум ляпан ат тāртыглāлсаныл.|Приносили к Нему детей, чтобы Он прикоснулся к ним; ученики же не допускали приносящих.
386|Ӣсус таи кантмувес кāсалас ос лāвыс:— Тāнаныл Ам пāлтум ёхталаӈкве мāнрыг ат тартыяны̄н? Тōрум ōлнэ хōн-мā тамлэ ня̄врамыт мāгыс ōлы!|Увидев [то], Иисус вознегодовал и сказал им: пустите детей приходить ко Мне и не препятствуйте им, ибо таковых есть Царствие Божие.
387|Сōль Ам нāнан лāвēгум: хотъют ня̄врам хольт Тōрум ōлнэ хōн-мā ат вы̄г, таи нэ̄мхуньт тув ся̄лтуӈкве ат вēрми.|Истинно говорю вам: кто не примет Царствия Божия, как дитя, тот не войдет в него.
388|Ӣсус кāтагэ ня̄врамыт пуӈканылн пиныгласаге ос тāнаныл Тōрум лāтӈыл э̄лаль ōлуӈкве лāвсанэ.|И, обняв их, возложил руки на них и благословил их.
389|Хунь Ӣсус э̄лаль ё̄мыгтас, Тав палтэ акв хум ёхтыгпас. Та хум Тав э̄лы-пāлэ̄н санспуӈкаге тармыл ӯнтыс ос китыглахтас:— Ханисьтан ёмас хум! Āнумн мāныр вāруӈкве э̄ри, нотум холтāл ōлнэм мāгыс?|Когда выходил Он в путь, подбежал некто, пал пред Ним на колени и спросил Его: Учитель благий! что мне делать, чтобы наследовать жизнь вечную?
390|Ӣсус таве китыгластэ:— Наӈ Āнум мāнрыг ёмасы̄г лāвыслын? Тōрум тӯп ёмас.|Иисус сказал ему: что ты называешь Меня благим? Никто не благ, как только один Бог.
391|Наӈ Тōрум сāкконыт атхунь вāганын: “Нэ̄мхотъют ул алэн”, “Нэ̄г-хумы̄г халн ул ся̄лтэн”, “Ул тӯлмантэн”, “Ул уркен”, “Ся̄нягын-āсягын янытлэ̄лын”.|Знаешь заповеди: не прелюбодействуй, не убивай, не кради, не лжесвидетельствуй, не обижай, почитай отца твоего и мать.
392|— Ханисьтан хум! Ты сāкконыт сирыл мāнь тāглыл ōлэ̄гум, — та хум лāвыс.|Он же сказал Ему в ответ: Учитель! всё это сохранил я от юности моей.
393|Ӣсус таве э̄руптым āӈкватас, лāвыс:— Наӈын иӈ акв вāрмаль вāруӈкве э̄ри. Минэн ос мāныр ōньсēгын — пуссын тыналэ̄н. Тувыл олнанын нуса мирн уртэ̄н. Тōнт тах наӈ Тōрум ōлнэ хōн-мāт сюнь оньсегын. Тувыл тыг ёхтэн, Ам юи-пāлумт йиен.|Иисус, взглянув на него, полюбил его и сказал ему: одного тебе недостает: пойди, всё, что имеешь, продай и раздай нищим, и будешь иметь сокровище на небесах; и приходи, последуй за Мною, взяв крест.
394|Хум хот-э̄ссамтавес. Тав кāсталы̄г пōхан та минас. Тав сака сёлыӈ хумы̄г ōлыс.|Он же, смутившись от сего слова, отошел с печалью, потому что у него было большое имение.
395|23Ӣсус мӯвлахи аӈкватāлыс, ханисьтахтын юртанэ нупыл лāвыс:— Сёлыӈ хōтпан Тōрум ōлнэ хōн-мāн сака тāрвит ся̄лтуӈкве.|И, посмотрев вокруг, Иисус говорит ученикам Своим: как трудно имеющим богатство войти в Царствие Божие!
396|Ханисьтахтын хумиянэ ты лāтӈытыл осятахтыгласыт. Ӣсус китынтыг лāвыс:— Ня̄врамыт, хотъют туп сёл кинсы, тамле хōтпан сака тāрвит Тōрум ōлнэ хон-мāн ся̄лтуӈкве.|Ученики ужаснулись от слов Его. Но Иисус опять говорит им в ответ: дети! как трудно надеющимся на богатство войти в Царствие Божие!
397|Верблюдын ю̄нтуп асын кӯпнитнув ся̄лтуӈкве. Сёлыӈ хōтпан сака тāрвит Тōрум ōлнэ хон-мāн ся̄лтуӈкве.|Удобнее верблюду пройти сквозь игольные уши, нежели богатому войти в Царствие Божие.
398|Ханисьтахтын юртанэ усьпылнэ̄г осятахтыгласыт, китыглахтасыт:— Ос тасир ке — хōӈха лылытэ нōх-паттуӈкве вēрми?|Они же чрезвычайно изумлялись и говорили между собою: кто же может спастись?
399|Ӣсус тāн нупланыл āӈкватас ос лāвыс:— Э̄лумхōлас тасир сōль ат вēрми. Тōрум тӯп пуссын вēрми.|Иисус, воззрев на них, говорит: человекам это невозможно, но не Богу, ибо всё возможно Богу.
400|Тōнт Пēтр лāвыс:— Мāн ōс, вāрмалянув пуссын оссувласанув, Наӈ юи-пāлынт минмыгтасув.|И начал Петр говорить Ему: вот, мы оставили всё ипоследовали за Тобою.
401|Ӣсус ювле-лāвыс:— Ам сōль нāнан лāвēгум: мāхум пуссын, хотъютыт коланыл, āпсияныл, ӯвсияныл, āсяныл, ся̄няныл, ня̄враманыл, тэ̄пкананыл Ам мāгсылум ос Тōрум Ёмас Ля̄ххал мāгыс оссувласаныл.|Иисус сказал в ответ: истинно говорю вам: нет никого, кто оставил бы дом, или братьев, или сестер, или отца, или мать, или жену, или детей, или земли, ради Меня и Евангелия,
402|Тāн яныгсāт сёс сāвнув кол, āпси, ӯвси, āсь, ся̄нь, ня̄врам, тэ̄пкан ос мирн ня̄влатпи халт хōнтэ̄гыт. Тувыл э̄лаль ōлнэ мāт ноттыӈ ōлупса хōнтэ̄гыт.|и не получил бы ныне, во время сие, среди гонений, во сто крат более домов, и братьев и сестер, и отцов, и матерей, и детей, и земель, а в веке грядущем жизни вечной.
403|Ань та сāртын ōлнэ мāхум тах юи-ōвыл хōтпаг ēмтэ̄гыт. Ос тōва юи-ōвыл ōлнэ хōтпат сяр ōвылы̄г ēмтэ̄гыт.|Многие же будут первые последними, и последние первыми.
404|Ӣсус ос ханисьтахтын хумиянэ э̄лаль Иерусалим ӯс нупыл минасыт. Ӣсус сāртын ё̄мыс. Юртанэ рохтым ос осятахтым Тав юи-пāлэ̄т ё̄мсыт. Тав китхуйплув ханисьтахтын юртанэ ляпан вōвсанэ, ос Тав ётэ тах мосэ̄ртын мāныр ēмты, та ōвылтыт потыртаӈкве патыс:|Когда были они на пути, восходя в Иерусалим, Иисус шел впереди их, а они ужасались и, следуя за Ним, были в страхе. Подозвав двенадцать, Он опять начал им говорить о том, что будет с Ним:
405|— Мāн Иерусалим ӯсн ёхтэ̄в. Тот Э̄лумхōлас Пы̄г яныг пӯп-ōйкат ос сāккон тотнэ хумыт кāтанылн миве. Тāн Таве сорумн сутитыяныл. Тувылмōт пупыг тōрумн агтнэ мāхумн саватан мāгыс мыганыл.|вот, мы восходим в Иерусалим, и Сын Человеческий предан будет первосвященникам и книжникам, и осудят Его на смерть, и предадут Его язычникам,
406|Та мōт мāхум Тав нупылэ нēрхатуӈкве патэ̄гыт, Тав нупылэ полх сальгуӈкве патэ̄гыт, рāтуӈкве патыяныл, юи-ōвылт Таве порслыяныл. Хӯрум хōтал юи-пāлт Тав нōх-ялты.|и поругаются над Ним, и будут бить Его, и оплюют Его, и убьют Его; и в третий день воскреснет.
407|Яков ос Иоан — тэ̄н Зеведей-ōйка пыгы̄г, Ӣсус палт ёхтысыг, лāвсы̄г: — Ханисьтан хум! Мēн Наӈын акв вāрмаль урыл вōвуӈкве кос таӈхиламēн.|[Тогда] подошли к Нему сыновья Зеведеевы Иаков и Иоанн и сказали: Учитель! мы желаем, чтобы Ты сделал нам, о чем попросим.
408|— Нэ̄н мāныр таӈхегы̄н?|Он сказал им: что хотите, чтобы Я сделал вам?
409|— Наӈ хōн-мāт мēнамэ̄н Наӈ кит-пал сирыл ӯнтуӈкве тāртэ̄лын. Аквамēн — ёмаспал кāт сирыл, мотанēн вōртыпал кāт сирыл, — тэ̄н аньлавсы̄г.|Они сказали Ему: дай нам сесть у Тебя, одному по правую сторону, а другому по левую в славе Твоей.
410|Ӣсус лāвыс:— Нэ̄н ат вāглы̄н, мāныр урыл Āнум пōйкилы̄н. Нэ̄н ман ōс Ам хольтум Ам айнэ āнымныл восьрамыӈ аюӈкве вēрмегын? Ос Ам пēрна пиннэм сирыл пēрна пинуӈкве вēрмегын?|Но Иисус сказал им: не знаете, чего просите. Можете ли пить чашу, которую Я пью, и креститься крещением, которым Я крещусь?
411|— Вēрмимēн, — тэ̄н лāвсы̄г.Тōнт Ӣсус тэ̄натэ̄н лāвыс:— Та āныл, хотыл Ам аегум, нэ̄н ōс аюӈкве патэгы̄н. Āм хумус пēрнал пинвēсум, нэ̄н аквтох пēрнал пинавēн.|Они отвечали: можем. Иисус же сказал им: чашу, которую Я пью, будете пить, и крещением, которым Я крещусь, будете креститься;
412|Ам нэ̄нан ёмаспāлн манос вōртыпалн хумус унттыянум, ты лāвуӈкве Ам ат вēрмēгум. Та мāн та хōтпат ӯнттавет, ань хотъютыт тув лāвим ōлэ̄гыт.|а дать сесть у Меня по правую сторону и по левую--не от Меня [зависит], но кому уготовано.
413|Мōт лōв ханисьтахтын хумиянэ ты потыр хӯнтамламанылт Яков ос Иоан нупыл хот-кант маявēсыт.|И, услышав, десять начали негодовать на Иакова и Иоанна.
414|Ӣсус тāнаныл акван-вōвсанэ ос лāвыс:— Нāн вāглын, хōныт мир тармыл кӯсяйлахтэ̄гыт.|Иисус же, подозвав их, сказал им: вы знаете, что почитающиеся князьями народов господствуют над ними, и вельможи их властвуют ими.
415|Нāн халынт тамле ōлупса ул вос ēмты. Тох вāрēн: янытлахтын хōтпа нāнан мēтхумы̄г вос ēмты.|Но между вами да не будет так: а кто хочет быть большим между вами, да будем вам слугою;
416|Хотъют ос сāр хōтпаг ōлуӈкве таӈхи, таи пуссын мир мāгыс мēтхумы̄г вос ēмты.|и кто хочет быть первым между вами, да будет всем рабом.
417|Ань Э̄лумхōлас Пы̄г мēтхум ōсьнэ мāгыс ты мāн ат ёхтыс. Тав мире мāгыс мēтхумы̄г ōлуӈкве ёхтыс. Такви лылытэ пуссын мире мāгыс йирыг мыгтэ.|Ибо и Сын Человеческий не для того пришел, чтобы Ему служили, но чтобы послужить и отдать душу Свою для искупления многих.
418|Ӣсус ханисьтахтын хумиянэ ёт Иерихон ӯсн ёхтыс. Тувыл ювле йиме порат лё̄ӈх пōхат сампыльтāл Вартимей нампа хум кāсалас. Тав Тимей-ōйка пыгы̄г ōлыс. Хум лё̄ӈх пōхат кāтэ тактым ӯнлыс, мāхумныл олын вōвантас.|Приходят в Иерихон. И когда выходил Он из Иерихона с учениками Своими и множеством народа, Вартимей, сын Тимеев, слепой сидел у дороги, прося [милостыни].
419|Хунь тав торгамтастэ, Назарет мāныл ōлнэ Ӣсус тав тāратэ ё̄ми, тав та рōӈхалтахтас:— Ӣсус, Давид-хōн пыге! Анумн нё̄тэн!|Услышав, что это Иисус Назорей, он начал кричать и говорить: Иисус, Сын Давидов! помилуй меня.
420|— Астал ōлэн, наӈ манры̄г тох рōӈхēгын! — сāв мāхум лāвēгыт. Вартимей ос яныгнув рōӈхалтахтас:— Ӣсус, Давид-хōн пыге! Ануми нё̄тэн!|Многие заставляли его молчать; но он еще более стал кричать: Сын Давидов! помилуй меня.
421|Ӣсус ёл-лю̄лис, таве ляпан вōвуӈкве лāвыстэ.Мāхум сампыльтāл хум нупыл лāвēгыт:—Ул пилэн! Нōх-лю̄лен, Тав наӈын ляпан вōвитэ!|Иисус остановился и велел его позвать. Зовут слепого и говорят ему: не бойся, вставай, зовет тебя.
422|Вартимей нуми маснутанэ хот-вуськасанэ, нōх-лю̄люмтас, Ӣсус палт йис.|Он сбросил с себя верхнюю одежду, встал и пришел к Иисусу.
423|Ӣсус китыглахтас:— Наӈ мāныр таӈхēгын? Наӈ мāгсылын мāныр вāруӈкве?— Ханисьтан хум, кāсалаӈкве таӈхēгум, — та хум лāвыс.|Отвечая ему, Иисус спросил: чего ты хочешь от Меня? Слепой сказал Ему: Учитель! чтобы мне прозреть.
424|Ӣсус лāвыс:— Минэн! Наӈ агтнэ вāрмаль наӈын пусмалтастэ.Сампыльтāл хōтпа тара-та сампосын ёхтувес ос лё̄ӈх хосыт Ӣсус ёт минмыгтас. |Иисус сказал ему: иди, вера твоя спасла тебя. И он тотчас прозрел и пошел за Иисусом по дороге.
425|Иерусалим ӯс похат Елеон ур Виффагия ос Вифания пāвлы̄г ӯнлысы̄г. Ӣсус ханисьтахтын хумиянэ ёт тыг ёхтумēт кит юртаге э̄лаль кēтсаге.|Когда приблизились к Иерусалиму, к Виффагии и Вифании, к горе Елеонской, [Иисус] посылает двух из учеников Своих
426|Тав тэ̄натэ̄н лāвыс:— Минэ̄н э̄лаль ōлнэ пāвылн. Пāвылн сялтэгы̄н тах, ёл-нэ̄гим мāнь осёл нēвыр кāсалэгы̄н. Тав сы̄сэ тāрмыл нэ̄мхотъют иӈ ат яласас. Осёл нēвыр хот-пēстэлын, тыг вāнттэлы̄н.|и говорит им: пойдите в селение, которое прямо перед вами; входя в него, тотчас найдете привязанного молодого осла, на которого никто из людей не садился; отвязав его, приведите.
427|Китыглаӈкве-ке патавēн, мāныр вāрегы̄н, нэ̄н лавēн — осёл нēвыр Кӯсяйн э̄ри. Тав тах нāнан ювле-мӣве.|И если кто скажет вам: что вы это делаете? --отвечайте, что он надобен Господу; и тотчас пошлет его сюда.
428|Ханисьтахтын хумы̄г минасы̄г, пӯсас āви пōхан нэ̄гим осёл нēвыр хонтыстэ̄н. Тэ̄н нēвыр хот-пēстуӈкве патыстэ̄н.|Они пошли, и нашли молодого осла, привязанного у ворот на улице, и отвязали его.
429|Тот лю̄люм тōва мāхум китыглахтуӈкве патсыт:— Нэ̄н мāныр вāрэгы̄н? Осёл манры̄г хот-пēстылы̄н?|И некоторые из стоявших там говорили им: что делаете? [зачем] отвязываете осленка?
430|Хумы̄г Ӣсусын лāвиматэ̄н сирыл ювлэ-лāвсы̄г. Тōнт мāхумн тэ̄н ювле-тāртвесы̄г.|Они отвечали им, как повелел Иисус; и те отпустили их.
431|Тэ̄н осёл нēвыр Ӣсус палт вāнттыстэ̄н. Маснутанэ̄н осёл нēвыр тāрмыл пинсанэ̄н, ань Ӣсус нēвыр сыс тармыл тāлыс.|И привели осленка к Иисусу, и возложили на него одежды свои; [Иисус] сел на него.
432|Сāв мир Ӣсус йинэ лё̄ӈх маснутыл нортыгласаныл, йӣв товыл пантыгласаныл.|Многие же постилали одежды свои по дороге; а другие резали ветви с дерев и постилали по дороге.
