|target|source|comment
2795|понюмта̄лыгла̄луӈкве|прижимать|неоднократно
2796|понюмта̄нтуӈкве|прижимать|слегка
2797|понюмтахтуӈкве|прижаться|
2798|понюмтахтуӈкве|опереться|
2799|понюмтаӈкве|прижать|
2800|пора|время|
2801|пора|пора|
2802|поргасьлаӈкве|подпрыгивать|
2803|поргуӈкве|прыгать|
2804|пормас|товар|
2805|пормас|багаж|
2806|порс|сор|
2807|порс|пыль|
2808|порсво̄ӈха|помойка|
2809|порсытаптуӈкве|засорить|
2810|порсытаӈкве|засориться|
2811|порсыӈ|сорный|
2812|порсыӈ|мусорный|
2813|порсыӈ|пыльный|
2814|порсӯй|мышь|
2815|порыг|борщевик|растение
2816|порыгмаӈкве|прыгнуть|
2817|порыгпанэ̄ква|лягушка|
2818|порыгпанэ̄ква пы̄грись|головастик|
2819|порыгпанэ̄ква пы̄грись|лягушонок|
2820|порыслаӈкве|губить|
2821|порыслаӈкве|истреблять|
2822|пос|свет|
2823|посал|протока|
2824|послуӈкве|смочить|
2825|поста̄л|тусклый|
2826|поста̄л|тёмный|
2827|постаяптуӈкве|осветить|
2828|постаяӈкве|светать|быстро
2829|постуӈкве|светить|
2830|постуӈкве|освещать|
2831|постыглаӈкве|рассветать|
2832|посуӈкве|стирать|бельё
2833|посуӈкве|доить|корову
2834|посым|дым|
2835|посымлаӈкве|дымить|
2836|посымтаптуӈкве|окуривать|
2837|посымыӈ|дымный|
2838|посыӈ|яркий|
2839|посыӈ|светлый|
2840|пот|пуд|
2841|поталы|ком|
2842|поталы|шарообразный предмет|
2843|потрамаӈкве|поговорить|
2844|потрыӈ|разговорчивый|
2845|потыр|речь|
2846|потыр|рассказ|
2847|потыр|беседа|
2848|потырта̄лыглаӈкве|рассказывать|
2849|потыртахтуӈкве|договориться|
2850|потыртахтыгла̄луӈкве|договариваться|
2851|потыртаӈкве|говорить|
2852|потыртаӈкве|беседовать|
2853|потыртаӈкве|рассказывать|
2854|пӯри|пир|
2855|пӯри|свадьба|
2856|пӯрысь|свинья|
2857|пӯрысь пы̄грись|поросёнок|
2858|пӯсас|ограда|
2859|пӯсас|изгородь|
2860|пӯсас|забор|
2861|пӯсас а̄ви|калитка|
2862|пӯсмак|весы|
2863|пӯсмакла̄лыглаӈкве|взвешивать|
2864|пӯсмаклаӈкве|взвесить|
2865|пӯська|бочка|
2866|пӯт|котёл|
2867|пӯти|пазуха|
2868|пӯтъйив|таган|
2869|пӯтыска|подушка|
2870|пӯтыска то̄р|наволочка|
2871|пуӈк|голова|
2872|пуӈк|зуб|
2873|пувиньта̄лыглаӈкве|трогать|
2874|пувиньта̄лыглаӈкве|держать|
2875|пувиньта̄лыглаӈкве|пожимать|
2876|пувиньтаӈкве|потрогать|
2877|пувиньтаӈкве|подержать|
2878|пувиньтаӈкве|пожать|руку
2879|пувсалаӈкве|ловить|
2880|пувсалаӈкве|хватать|
2881|пувтмуӈкве|толкнуть|
2882|пувтмуӈкве|кольнуть|
2883|пувтмуӈкве|ужалить|
2884|пувтуп|острога|
2885|пувтуӈкве|толкать|
2886|пувтуӈкве|колоть|
2887|пувтуӈкве|долбить|
2888|пувтхатуӈкве|толкаться|
2889|пувумтахтуӈкве|схватиться|
2890|пувумтаӈкве|поймать|
2891|пувумтаӈкве|схватить|
2892|пувуӈкве|держать|
2893|пувуӈкве|ловить|
2894|пувыгла̄луӈкве|удерживать|
2895|пукай|выступ|
2896|пуки|живот|
2897|пукла|насторожка|в слопце
2898|пукни|анат.|
2899|пукни|пуп|
2900|пулиг-консуӈкве|исцарапать|
2901|пулиг-манлыгтаӈкве|разорвать|
2902|пулиг-ра̄туӈкве|разбить|
2903|пулиг-са̄груӈкве|изрубить|
2904|пулиг-сакватаӈкве|разломать|
2905|пулиг-сакватаӈкве|разрушить|
2906|пулиг-та̄вритаӈкве|раздробить|
2907|пулиг-таӈруӈкве|измять|руками
2908|пулиг-то̄втуӈкве|разжевать|
2909|пулиг-якытлаӈкве|изрезать|
2910|пулиг-ялыглаӈкве|растоптать|
2911|пулп|пробка|
2912|пулпалтаӈкве|растрепать|
2913|пулпыӈ|лохматый|
2914|пум|трава|
2915|пум|сено|
2916|пум са̄груӈкве|косить|
2917|пумкан|луг|
2918|пумкол|шалаш|из травы
2919|пумсялахтуӈкве|увлекаться|
2920|пумсялахтуӈкве|интересоваться|
2921|пумто̄слуп|кузнечик|
2922|пумтуӈкве|положить травяную стельку в обувь|
2923|пун|перо|птичье
2924|пун|пух|
2925|пун|мех|
2926|пун|шерсть|
2927|пуныӈ|пушистый|
2928|пуныӈ|косматый|
2929|пуп|ушко|иголка
2930|пуптапаӈкве|вдеть нитку|
2931|пуптуӈкве|вдевать нитку|
2932|пупыг|домашний дух-покровитель|
2933|пурасаӈкве|загрызть|
2934|пуруӈкве|грызть|
2935|пуруӈкве|кусать|
2936|пурхатуӈкве|кусаться|
2937|пурхатуӈкве|грызться|
2938|пус|целый|
2939|пус|здоровый|
2940|пусгалтахтуӈкве|зашипеть|
2941|пусгалтахтуӈкве|запыхтеть|
2942|пусгалтахтуӈкве|засопеть|
2943|пусгуӈкве|шипеть|
2944|пусгуӈкве|пыхтеть|
2945|пусгуӈкве|сопеть|
2946|пусмалтахтуӈкве|лечиться|
2947|пусмалтаӈкве|лечить|
2948|пусмантаӈкве|выздоравливать|
2949|пусмантаӈкве|заживать|о ране
2950|пусмуӈкве|выздороветь|
2951|пусмуӈкве|вылечиться|
2952|пусмуӈкве|зажить|о ране
2953|пуссын|все|
2954|пуссын|всё|
2955|пуста̄гыл|благополучно|
2956|пуста̄гыл|в добром здоровье|
2957|пусьтуӈкве|поколотить|
2958|пусьтуӈкве|побить|
2959|пут|ледяная корка|
2960|пут|наледь|
2961|путатаӈкве|шлёпнуться|
2962|путатаӈкве|брякнуться|
2963|путгалтахтуӈкве|забиться|о сердце
2964|путгуӈкве|биться|
2965|путгуӈкве|стучать|о сердце
2966|пӯхталахтуӈкве|схватиться|в борьбе
2967|пӯхталаӈкве|причаливать|к берегу
2968|пӯхталаӈкве|прикасаться|
2969|пӯхтуӈкве|причалить|
2970|пӯхтуӈкве|попадаться|о рыбе
2971|пы̄грись|мальчик|
2972|пыг|сын|
2973|пыг|парень|
2974|ра̄гматуӈкве|упасть|
2975|ра̄гматуӈкве|обрушиться|
2976|ра̄гпуӈкве|провалиться|
2977|ра̄кт|глина|
2978|ра̄мпгуӈкве|колыхаться|
2979|ра̄т|стук|
2980|ра̄талтаӈкве|застучать|
2981|ра̄тасьла̄лыглаӈкве|постукивать|
2982|ра̄тасьлаӈкве|постучать|
2983|ра̄туӈкве|бить|
2984|ра̄туӈкве|стучать|
2985|ра̄туӈкве|колотить|
2986|ра̄тхатуӈкве|стучаться|
2987|ра̄тхатуӈкве|биться|
2988|ра̄тыглаӈкве|стучать|
2989|ра̄тыглаӈкве|бить|
2990|ӯрантаӈкве|поджидать|
2991|ӯрантаӈкве|подкарауливать|
2992|равтасаӈкве|плеснуть|
2993|равтуӈкве|плескать|
2994|равтхатуӈкве|плескаться|
2995|равтхатуӈкве|брызгаться|
2996|рагатаӈкве|упасть|
2997|рагуӈкве|лететь|о стружках
2998|рагуӈкве|щепках|
2999|ракв|дождь|
3000|раквсам|капля|дождевая
3001|раквуӈкве|идти|о дожде
3002|рамуӈкве|закопать|
3003|рапсюӈкве|мигать|
3004|рапсюӈкве|моргать|
3005|рапсялтахтуӈкве|замигать|
3006|рапсялтахтуӈкве|заморгать|
3007|рапсяса̄луӈкве|подмигивать|
3008|рапсясаӈкве|мигнуть|
3009|рапсясаӈкве|моргнуть|
3010|расалтаӈкве|брызгать|водой
3011|расгалтаӈкве|разбрызгать|
3012|расгуӈкве|трепетать|
3013|расмалтаӈкве|распустить|нить
3014|расмаптуӈкве|брызнуть|
3015|расмуӈкве|износиться|до дыр
3016|рась|рысь|
3017|ӯргала̄лыглаӈкве|оберегать|
3018|ӯргала̄лыглаӈкве|защищать|
3019|ӯргалахтуӈкве|беречься|
3020|ӯргалахтуӈкве|остерегаться|
3021|ӯргалаӈкве|охранять|
3022|ре̄г|жар|
3023|ре̄гтыглаӈкве|вспотеть|
3024|ре̄гылттахтуӈкве|согреться|
3025|ре̄гылттаӈкве|согреть|
3026|ре̄гыӈ|жаркий|
3027|ре̄пуӈкве|метать|сено
3028|ре̄пыгтаӈкве|набросить аркан|
3029|ре̄пыгтаӈкве|закинуть невод|
3030|ре̄т|редкий|о предмете
3031|ре̄тлахтуӈкве|притвориться|
3032|ре̄тыӈ|ленивый|
3033|ре̄тыӈ хо̄тпа|лодырь|
3034|ӯринэ̄ква|ворона|
3035|ро̄ви|можно|
3036|ро̄вла̄луӈкве|выравнивать|
3037|ро̄влахтуӈкве|сравняться|
3038|ро̄влахтыгла̄луӈкве|равняться|
3039|ро̄влаӈкве|сравнять|
3040|ро̄вта̄л|запретный|
3041|ро̄вта̄л|запрещённый|
3042|ро̄вуӈкве|мочь|
3043|ро̄вуӈкве|подходить|по размеру
3044|ро̄сь|отмель|
3045|ро̄сь|рыболовный песок|
3046|ро̄хсуй|крик|
3047|ро̄хтаӈкве|заставить кричать|
3048|ро̄ӈхалтахтуӈкве|закричать|
3049|ро̄ӈхувла̄луӈкве|прокричать|
3050|ро̄ӈхувлаӈкве|крикнуть|
3051|ро̄ӈхуӈкве|кричать|
3052|роплуӈкве|причалить|плывущий предмет
3053|ропуӈкве|подплыть к берегу|о плывущем предмете
3054|росах|оборванный|в лохмотьях
3055|рот|спокойный|
3056|рот|тихий|
3057|ротамлаӈкве|успокоиться|
3058|ротамлаӈкве|притихнуть|
3059|ротамы̄г|спокойно|
3060|ротмуӈкве|успокоиться|
3061|ротмуӈкве|стихнуть|
3062|ротмыгпаӈкве|притихнуть|
3063|ротты̄г|спокойно|
3064|рохтасьлаӈкве|робеть|
3065|рохтуптатта̄л|неустрашимый|
3066|рохтуптаӈкве|напугать|
3067|рохтуӈкве|испугаться|
3068|рохтуӈкве|струсить|
3069|рохтыглаӈкве|пугаться|
3070|рохтыл|испуг|
3071|рохтысьмаӈ|пугливый|
3072|рохтысьмаӈ|трусливый|
3073|рӯпата|работа|
3074|рӯпата|труд|
3075|рӯпатаӈ|трудный|
3076|рӯпитаӈкве|работать|
3077|рӯпитаӈкве|трудиться|
3078|рӯт|родня|
3079|рӯт нэ|родственница|
3080|рӯт хум|родственник|
3081|рӯтыӈ|породистый|
3082|ӯруӈкве|ждать|
3083|рума|приятель|
3084|румалахтуӈкве|подружиться|
3085|русы|бахрома|
3086|русы|кисть|
3087|русь|русский|
3088|ӯс|город|
3089|са̄в|много|
3090|са̄вит|количество|
3091|са̄вит|численность|
3092|са̄вмалтаӈкве|умножить|
3093|са̄вмалтаӈкве|увеличить|в числе
3094|са̄вмалтмил|арифм.|
3095|са̄вмалтмил|умножение|
3096|са̄вмантаӈкве|увеличиваться|
3097|са̄вмантаӈкве|возрастать|в числе
3098|са̄вмуӈкве|увеличиться|в числе
3099|са̄вни|черника|
3100|са̄всыр|разный|
3101|са̄всыр|различный|
3102|са̄выӈпал|большинство|
3103|са̄грап|топор|
3104|са̄грап нал|топорище|
3105|са̄груӈкве|рубить|
3106|са̄груӈкве|косить|
3107|са̄грыгла̄луӈкве|рубить|
3108|са̄грыгла̄луӈкве|косить|неоднократно
3109|са̄гумтаӈкве|переломить|
3110|са̄гумтаӈкве|сломать|
3111|са̄гылсаӈкве|обломать|
3112|са̄йгантаӈкве|тлеть|об огне
3113|са̄йк|трезвый|
3114|са̄йкалаӈкве|пробудиться|
3115|са̄йкатахтуӈкве|опомниться|
3116|са̄йкатаӈкве|разбудить|
3117|са̄йлахтуӈкве|скрыться|
3118|са̄йлахтуӈкве|укрыться|
3119|са̄йлаӈкве|скрыть|
3120|са̄ймила̄г|взаймы|
3121|са̄йт|прут|
3122|са̄йт|хворостина|
3123|са̄йтн ёхтуӈкве|очнуться|
3124|са̄йтта̄л|бесчувственный|
3125|са̄йтта̄л паттуӈкве|оглушить|
3126|са̄йтта̄л патуӈкве|онеметь|
3127|са̄йтта̄л патуӈкве|потерять сознание|
3128|са̄йттыглаӈкве|опомниться|
3129|са̄кваляк|сорока|
3130|са̄ки|верёвка|невода
3131|са̄ккар|сахар|
3132|са̄ккар а̄ны|сахарница|
3133|са̄латаӈкве|блеснуть|
3134|са̄лаяӈкве|сверкнуть|о молнии
3135|са̄лгуӈкве|засверкать|
3136|са̄лм|полоса|
3137|са̄лмыӈ|полосатый|
3138|са̄лы|олень|
3139|са̄лыл|блеск|
3140|са̄лыл|вспышка|о молнии
3141|са̄лыӯй|волк|
3142|са̄лыӯй пы̄грись|волчонок|
3143|са̄ль|жалко|
3144|са̄ль|жаль|
3145|са̄мвар|самовар|
3146|са̄н|чуман|берестяная посудина
3147|са̄нспуӈк|колено|
3148|са̄при|скирд|
3149|са̄при|стог|
3150|са̄птуӈкве|присыпать|пах у ребёнка
3151|са̄пыӈ|трухлявый|
3152|са̄р|табак|
3153|са̄р|махорка|
3154|са̄р хартуӈкве|нюхать табак|
3155|са̄р хӯрыг|кисет|
3156|са̄ра̄ньтсуп|табакерка|
3157|са̄ри|истинный|
3158|са̄ри|непробудный|о сне
3159|са̄ритахтуӈкве|жариться|
3160|са̄ритаӈкве|жарить|
3161|са̄ртын|сперва|
3162|са̄ртын|спереди|
3163|са̄ртын|рано|
3164|са̄рытым|жаренный|
3165|са̄скол|шалаш|
3166|са̄стум ма̄|равнина|
3167|са̄суӈкве|протекать|о лодке
3168|са̄сыл|течь|в дне лодки
3169|са̄тлов|семьдесят|
3170|са̄тловит|семидесятый|
3171|са̄тса̄тыт|семисотый|
3172|са̄тсат|семьсот|
3173|са̄туӈкве|заколдовать|
3174|са̄туӈкве|очаровать|словом
3175|са̄тхуйплов|семнадцать|
3176|са̄тхуйпловит|семнадцатый|
3177|са̄тыл|заклинание|
3178|са̄ялта̄луӈкве|скрывать|
3179|са̄ялтахтыглаӈкве|скрываться|
3180|са̄ӈкамлаӈкве|прийти в чувство|
3181|са̄ӈкамлаӈкве|очнуться|
3182|са̄ӈкв|поясница|тазовая часть
3183|са̄ӈква̄хвтас|почка|у живого существа
3184|са̄ӈквылтап|струнный музыкальный инструмент|
3185|са̄ӈквылтаӈкве|играть на струнном музыкальном инструменте|
3186|са̄ӈки|чернядь|утка
3187|са̄ӈхвасаӈкве|пнуть|
3188|са̄ӈхвасаӈкве|лягнуть|
3189|са̄ӈхвуӈкве|пинать|
3190|са̄ӈхвуӈкве|лягать|
3191|саӈквлыпил|клюква|
3192|саӈквлыпуӈк|кочка|
3193|саӈлатаӈкве|звенеть|металлическим предметом
3194|саӈлуӈкве|звенеть|о металлическом предмете
3195|савалап|сирота|
3196|савалаӈкве|страдать|
3197|савалаӈкве|мучиться|
3198|савата̄луӈкве|измучить|
3199|савата̄луӈкве|обидеть|
3200|саватахтуӈкве|мучиться|
3201|саватахтуӈкве|страдать|
3202|саватаӈкве|мучить|
3203|саватаӈкве|убить|табу
3204|саватпи|мука|
3205|саватпи|страдание|
3206|савыӈ|ленивый|
3207|савыӈкан|кладбище|
3208|савыӈы̄г о̄луӈкве|лениться|
3209|саг|коса|волосы
3210|сагил|плетение|
3211|саглуӈкве|сердиться|
3212|сагуӈкве|плести|
3213|сагуӈкве|вязать|
3214|саилтаӈкве|сгноить|
3215|саиӈ|гнойный|
3216|сай|гной|
3217|саймпум|лук|растение
3218|сака|очень|
3219|сакалтахтуӈкве|застонать|
3220|сакатаӈкве|портить|
3221|сакати|очень-то|
3222|сакати|хотя бы|
3223|сакв|обломок|
3224|саквала̄лыглаӈкве|ломаться|
3225|саквала̄лыглаӈкве|биться|
3226|саквалаӈкве|сломаться|
3227|саквалаӈкве|разбиться|
3228|саквата̄лыглаӈкве|ломать|
3229|саквата̄лыглаӈкве|бить|
3230|саквататта̄л|нерушимый|
3231|саквататта̄л|несокрушимый|
3232|сакватахтуӈкве|ушибиться|
3233|сакватаӈкве|сломать|
3234|сакватаӈкве|разбить|
3235|саквнял|дробь|
3236|сакил|стон|
3237|сакил|кряхтение|
3238|сакква̄лыг|бусы|
3239|сакпак|опрятный|
3240|сакпак|аккуратный|
3241|сакпакы̄г|бережно|
3242|сакпакы̄г|аккуратно|
3243|сакпакы̄г|опрятно|
3244|сакуӈкве|портиться|
3245|сакуӈкве|прокисать|
3246|сакылтаӈкве|испортить|
3247|сакылтаӈкве|проквасить|о молоке
3248|сальгуӈкве|плевать|
3249|салямаӈкве|плюнуть|
3250|сам|глаз|
3251|сам|семя|
3252|сам а̄хвтас|зрачок|
3253|самаиӈ|топкий|о болоте
3254|самай|топь|
3255|самай|трясина|
3256|самвит|слеза|
3257|самкер|очки|
3258|самн патуӈкве|родиться|о человеке
3259|сампал|одноглазый|
3260|сампос|зрение|
3261|сампоста̄л|слепой|
3262|сампун|ресница|
3263|сампыльта̄л|слепой|
3264|самылтта̄лыглаӈкве|замечать|
3265|самылттаӈкве|заметить|
3266|сансытаӈкве|упасть на колени|
3267|сап|подпорка|
3268|сапта|циновка|
3269|сапта|коврик|
3270|саралахтуӈкве|придираться|
3271|саран|коми|зырянин
3272|сарано̄х|смола|
3273|саранха̄п|неводник|
3274|сартлуӈкве|тереть|
3275|сартнэке̄р|пила|
3276|сартувъяӈкве|мазнуть|
3277|сартумта̄луӈкве|помазать|
3278|сартумтаӈкве|чиркнуть|спичку
3279|сартуӈкве|мазать|
3280|сартуӈкве|пилить|
3281|сартхатуӈкве|мазаться|
3282|сартхатуӈкве|тереться|
3283|сартхатыглаӈкве|натираться|
3284|сартхатыглаӈкве|тереться|обо что-либо
3285|сас|оба|
3286|састла̄луӈкве|выравнивать|
3287|састла̄луӈкве|выпрямлять|
3288|састлаӈкве|выровнять|
3289|састлаӈкве|выпрямить|
3290|састум|гладкий|
3291|састум|ровный|
3292|састумта̄лыглаӈкве|выравнивать|
3293|састумта̄лыглаӈкве|расправлять|
3294|састумтаӈкве|выровнять|
3295|састумтаӈкве|расправить|
3296|сасыг|дядя|
3297|сасыг|двоюродный брат|по материнской линии
3298|сасыг|младше матери|
3299|сат|садок|для рыбы
3300|сатапаӈкве|смеркаться|
3301|сатум|сумрак|
3302|сатум|мгла|
3303|сатум|мрак|
3304|сатум|сумрачный|
3305|сатум|тёмный|
3306|сах|кишка|
3307|сахвхатуӈкве|лягаться|
3308|сахвхатуӈкве|пинаться|
3309|сахи|шуба|
3310|сахлуӈкве|топить жир|из рыбьих кишок
3311|саюм|гнилой|
3312|саюӈкве|гнить|
3313|се̄лтумтахтуӈкве|броситься|
3314|се̄лтумтаӈкве|бросить|
3315|се̄п|карман|
3316|се̄ранка|спичка|
3317|се̄рмат|узда|
3318|се̄с|щегол|
3319|сехыльтаӈкве|скрипеть|
3320|сё̄льси|горностай|
3321|сё̄нх|бледный|
3322|сё̄нхатаӈкве|побледнеть|о человеке
3323|сё̄пита̄лыглаӈкве|приготовлять|
3324|сё̄пита̄лыглаӈкве|снаряжать|
3325|сё̄пита̄лыглаӈкве|починять|
3326|сё̄питахтуӈкве|приготовиться|
3327|сё̄питахтуӈкве|снарядиться|
3328|сё̄питахтуӈкве|собраться|в дорогу
3329|сё̄питахтыгла̄луӈкве|приготовляться|
3330|сё̄питахтыгла̄луӈкве|снаряжаться|
3331|сё̄питахтыгла̄луӈкве|собираться|в дорогу
3332|сё̄пкас|черкан|ловушка на белок
3333|сё̄при|затылок|
3334|сё̄присов|шиворот|
3335|сё̄р|навоз|
3336|сё̄ра|пороша|
3337|сё̄ри|цветок|
3338|сё̄рита̄лыгла̄луӈкве|распускаться|о цветах
3339|сё̄рита̄лыгла̄луӈкве|расцветать|
3340|сё̄ритаӈкве|цвести|
3341|сё̄ритаӈкве|зацвести|
3342|сё̄ритаӈкве|расцвести|
3343|сё̄ссуп|полчаса|
3344|сёвал|чувал|
3345|сёвгуӈкве|свистеть|крыльями при полёте
3346|сёвнахнэ|сойка|птица
3347|сёл|богатство|
3348|сёлата̄лыгла̄луӈкве|оживляться|
3349|сёлатаӈкве|оживиться|
3350|сёлта̄л|вялый|
3351|сёлыӈ|богатый|
3352|сёлыӈы̄г е̄мтуӈкве|разбогатеть|
3353|сёмта̄л|слабый|о живом существе
3354|сёрхил|зарубка|
3355|сёрхил|нарезка|
3356|сёрхилтаӈкве|вырезать ножом|
3357|сёрхилтаӈкве|делать зарубки|
3358|сёхри|тонкий нож|
3359|сёхри-хо̄хри|стрекоза|
3360|ӯсил|усталость|
3361|сиватаӈкве|свистнуть|про ветер
3362|сивгалтахтуӈкве|засвистеть|о ветре
3363|сивгуӈкве|свистеть|
3364|сивгуӈкве|выть|о ветре
3365|сивыльтаӈкве|шуршать|
3366|сивыртаӈкве|шелестеть|
3367|сил|бубенчик|
3368|симыртаӈкве|хрустеть|
3369|симыртаӈкве|скрипеть|о снеге
3370|сипгуӈкве|пищать|о мыши
3371|сиркеп|щеколда|
3372|сирсюрнэ|малиновка|птица
3373|сирхалтахтуӈкве|заскрипеть|
3374|сирыхтан суй|скрип|
3375|сирыхтаӈкве|скрипеть|
3376|сисгуӈкве|визжать|
3377|сиськурек|курица|
3378|сиськурек пы̄грись|цыплёнок|
3379|сӯй|бор|
3380|сӯйпил|брусника|
3381|сӯкыр|щокур|рыба
3382|сӯл|кора|
3383|сӯли|глина|
3384|сӯлипӯт|кувшин|
3385|сӯлт|скачка|
3386|сӯлтмыгтаӈкве|поскакать|
3387|сӯлттуӈкве|мчаться вскачь|о животных
3388|сӯлтыл|галопом|мчаться
3389|сӯлылаӈкве|накалиться|
3390|сӯлыньтаӈкве|скакать|о животных
3391|сӯлытаӈкве|накалить|
3392|сӯльгуӈкве|бренчать|о металлическом предмете
3393|ӯсма|мерёжа|
3394|ӯсморах|малина|
3395|сӯнт|отверстие|мешка
3396|сӯнт|порог|двери
3397|сӯнт|устье|реки
3398|сӯнт|дуло|ружья
3399|ӣснас|окно|
3400|ӣснасйӣв|рама|оконная
3401|ӣснаске̄р|стекло|оконное
3402|ӣснасто̄р|занавеска|оконная
3403|ӣснасха̄п|подоконник|
3404|со̄ви|косой|
3405|со̄ви|кривой|
3406|со̄ви ла̄глуп|косолапый|
3407|со̄ви хӯтылтаӈкве|искривить|
3408|со̄виӣг ка̄ртуӈкве|искривиться|
3409|со̄выр|заяц|
3410|со̄выр пы̄грись|зайчонок|
3411|со̄й|смирный|
3412|со̄ймалтахтуӈкве|примиряться|
3413|со̄ймалтаӈкве|примирить|
3414|со̄ймуӈкве|примириться|
3415|со̄пак|сапог|
3416|со̄пас|запас|
3417|со̄пас|припасы|
3418|со̄пас ва̄руӈкве|запасти|
3419|со̄пас ва̄руӈкве|накопить|
3420|со̄пасла̄лыглаӈкве|запасать|
3421|со̄пасла̄лыглаӈкве|заготовлять|
3422|со̄паслахтуӈкве|запастись|
3423|со̄паслаӈкве|запасти|
3424|со̄паслаӈкве|заготовить|
3425|со̄пла|столб|
3426|со̄ргуй|глист|
3427|со̄рни|золото|
3428|со̄рниӈ|золотой|
3429|со̄руп|лось|
3430|со̄рыг|живот|желудок
3431|со̄с|ручей|
3432|со̄салтахтуӈкве|хлынуть|о воде
3433|со̄сантахтуӈкве|литься|
3434|со̄сантаӈкве|поливать|
3435|со̄суӈкве|лить|
3436|со̄схатуӈкве|налиться|
3437|со̄схатыгла̄луӈкве|наливаться|
3438|со̄сыгла̄луӈкве|наливать|
3439|со̄сыгпаӈкве|налить|
3440|со̄т|счастье|
3441|со̄тта̄л|несчастный|
3442|со̄тыр|тысяча|
3443|со̄тыӈ|счастливый|
3444|со̄хтантаӈкве|наматывать|
3445|со̄хтантаӈкве|свёртывать|
3446|со̄хтуӈкве|намотать|
3447|со̄хтуӈкве|свернуть|
3448|со̄юм|ручей|
3449|со̄юм|родник|
3450|сов|кожа|
3451|сов|шкура|
3452|совмуӈкве|закружиться|о голове
3453|совнюр|сырьё|о шкурах
3454|совт|набирушка|берестяная
3455|совъя|замша|
3456|совъя ва̄й|летняя обувь|
3457|солвал|соль|
3458|солвалта̄л|несолёный|
3459|солвалтаӈкве|солить|
3460|солвалыӈ|солёный|
3461|солиӈ|покрытый инеем|
3462|солкови|рубль|
3463|соль|иней|
3464|сольгуӈкве|падать со звоном|о сосульках
3465|солюӈкве|покрываться инеем|
3466|сома|прямо|
3467|соманьсиӈ|вертикально|
3468|сопам|могила|
3469|соргуӈкве|пламенеть|
3470|соргуӈкве|блестеть|про огонь
3471|сори|седловина|между двумя вершинами гор
3472|сори|лесная перемычка|между двумя болотами
3473|сорнятаӈкве|вздрогнуть|
3474|сорт|щука|
3475|сорум|смерть|
3476|сорумн патуӈкве|умереть|о человеке
3477|сорых|сырок|рыба
3478|сосса|родина|
3479|сосса|отечество|
3480|соссаӈ|местный|
3481|сосыг|чёрная смородина|
3482|сосыгйӣв|куст смородины|
3483|сохрип|сени|
3484|сохт|прямой|
3485|сохт|стройный|
3486|сохт са̄лы|олень-вожак|
3487|сохтыл|прямо|
3488|сохтыл|напрямик|
3489|сохтыл хӯтылтаӈкве|разогнуть|
3490|сохтыл хӯтылтаӈкве|выпрямить|
3491|сӯп|рот|
3492|сӯпас|рот|
3493|сӯпта̄л-не̄лмта̄л|молчаливый|
3494|сӯпта̄л-не̄лмта̄л|молча|
3495|сӯпта̄л-не̄лмта̄л|немой|
3496|сӯсам|медвежонок|табу
3497|ӯстуӈкве|потерять|
3498|ӯстыгла̄луӈкве|терять|
3499|ӣсум|горячий|
3500|ӯсувла̄луӈкве|шагать|
3501|ӯсувлаӈкве|шагнуть|
3502|ӯсуӈкве|погибнуть|о животных
3503|сув|посох|
3504|сув|хорей|
3505|суиӈ|звонкий|
3506|суиӈ|звучный|
3507|суиӈ|шумный|
3508|суиӈ|славный|о человеке
3509|суиӈысь|звонко|
3510|суиӈысь|громко|
3511|суй|звук|
3512|суй|шум|
3513|суймалтаӈкве|сообщить|
3514|суймалтаӈкве|уведомить|
3515|суймалтаӈкве|донести|
3516|суйта̄л|безмолвный|
3517|суйта̄л|тихий|
3518|суйта̄лпатуӈкве|умолкнуть|
3519|суйта̄лпатуӈкве|затихнуть|
3520|суйтмыгтаӈкве|зазвучать|
3521|суйтмыгтаӈкве|зашуметь|
3522|суйтуӈкве|звучать|
3523|суйтуӈкве|слышаться|
3524|суйтыгла̄луӈкве|раздаваться|о звуке
3525|суйтыглаӈкве|прозвучать|
3526|суйтыглаӈкве|прошуметь|
3527|суккари|сухарь|
3528|султум|искра|
3529|сульгуӈкве|сыпаться|
3530|сулья|бутылка|
3531|сумуӈкве|киснуть|про молоко
3532|сумыллаӈкве|слышаться|
3533|сумыллаӈкве|раздаться|о звуке
3534|сун|нарта|
3535|сун|сани|
3536|сунсуӈкве|смотреть|
3537|сунсыгла̄луӈкве|просматривать|
3538|сунсыгла̄луӈкве|проверять|
3539|сунсыглахтуӈкве|осматриваться|
3540|сунсыглаӈкве|просмотреть|
3541|сунсыглаӈкве|осмотреть|
3542|суп|рубашка|
3543|супъёлы|подол|платья
3544|супыг|осётр|
3545|супыг-манумтаӈкве|разорвать|
3546|супыг-патуӈкве|раздвоиться|
3547|супыг-са̄груӈкве|разрубить|
3548|супыг-саквалаӈкве|переломиться|
3549|супыг-сакватаӈкве|переломить|
3550|супыг-сылаяӈкве|рассечь|ножом
3551|супыг-то̄лматаӈкве|лопнуть|
3552|супыг-то̄лматаӈкве|разорваться|
3553|супыг-хӯтылтаӈкве|перегнуть|
3554|супыг-ю̄ныгтаӈкве|перебить|
3555|супыг-яктуӈкве|разрезать|
3556|сурмы̄г е̄мтуӈкве|отвердеть|
3557|суртгалтахтуӈкве|засверкать|
3558|суртгалтахтуӈкве|заблестеть|
3559|суртгуӈкве|блестеть|
3560|суртгуӈкве|сверкать|
