|target|source|comment
2891|пилым хӯрим|тревожно|
2892|пилысьма|страх|
2893|пилысьмаӈ|страшный|
2894|пилысьмаӈ|грозный|
2895|пилысьмаӈ|опасный|
2896|пилысьмаӈ|тревожный|
2897|пилысьмаӈысь|страшно|
2898|пилысьмаӈысь|грозно|
2899|пилысьмаӈысь|тревожно|
2900|пинтлаӈкве|класть|
2901|пинтлаӈкве|укладывать|
2902|пинтлуӈкве|класть|
2903|пинтлуӈкве|укладывать|
2904|пиныгла̄луӈкве|откладывать|
2905|пиныгла̄луӈкве|класть|
2906|пионер|пионер|
2907|пионер-мань партизан|пионер-юный партизан|
2908|пирва|чирок|утка
2909|пис|слой|
2910|писаль|ружьё|
2911|писаль сӯнт|дуло|
2912|пистам|беда|
2913|пистам|несчастье|
2914|пись|способ|
2915|пись|средство|
2916|пись|смысл|
2917|пись-пись|мышь|
2918|площадь|площадь|
2919|Победа Хо̄тал|День Победы|
2920|повара̄луӈкве|кататься|
2921|повара̄луӈкве|валяться|
2922|повара̄луӈкве|барахтаться|на земле
2923|повараӈкве|катиться|по земле
2924|по̄йкил|просьба|
2925|по̄йкуӈкве|уговаривать|
2926|по̄йтсуӈкве|задержаться|
2927|по̄йтсуӈкве|сделать перерыв|
2928|покапаӈкве|- вскрыться|о реке
2929|покматуӈкве|треснуть|
2930|поктул|трещина|
2931|полгуӈкве|журчать|
2932|по̄лиглаӈкве|замерзать|
2933|по̄лиглаӈкве|застывать|
2934|по̄ль|иней|
2935|по̄лям|холодный|
2936|по̄лямвой|сало|
2937|по̄лянтаӈкве|замерзать|
2938|помещик|помещик|
2939|по̄н|выпуклость|
2940|пон|сигнальные нитки рыболовной снасти|
2941|понигтаӈкве|давить|
2942|понсантаӈкве|поспевать|
2943|понсантаӈкве|созревать|
2944|понсум|спелый|
2945|понсум|зрелый|
2946|понсуӈкве|созреть|
2947|понсуӈкве|поспеть|
2948|понсуӈкве|зреть|
2949|поӈна|бревно|толстое
2950|пор|плот|
2951|по̄р|икра|
2952|по̄ра|спаренные лодки|
2953|порат|сугроб|
2954|поргуӈкве|прыгать|
2955|поргуӈкве|скакать|
2956|поргын ква̄лыг|скакалка|
2957|по̄ри|кривой|
2958|по̄ри|криво|
2959|пормас|груз|
2960|пормас|товар|
2961|пормас|багаж|
2962|пормас|вещь|
2963|пормас|имущество|
2964|по̄рна|тесло|инструмент
2965|по̄рнтул|щепка|
2966|по̄рӈтул|щепка|
2967|порс|сор|
2968|порс|сорняк|
2969|порс|пыль|
2970|порс|мусор|
2971|порс варуӈкве|сорить|
2972|порсла̄нтуӈкве|уничтожать|
2973|порслаӈкве|уничтожить|
2974|порссантаӈкве|пропадать|
2975|порссуӈкве|пропасть|
2976|порссыӈ|пыльный|
2977|порссыӈ|сорный|
2978|по̄ртыӈ|полезный|
2979|по̄ртыӈ|сытный|
2980|по̄руӈкве|рубить|
2981|порхай|вьюга|
2982|порыгмаӈкве|прыгнуть|
2983|порыгпаннэ|лягушка|
2984|по̄рых|туловище|
2985|по̄хан-лаквасаптуӈкве|сдвинуть|
2986|по̄хт|сбоку|
2987|по̄хт|в стороне|
2988|по̄хт|около|
2989|по̄хыт|сбоку|
2990|по̄хыт|в стороне|
2991|по̄хыт|около|
2992|пувлахтуӈкве|набухать|
2993|пувтмуӈкве|толкнуть|
2994|пувтмуӈкве|ткнуть|
2995|пувтмуӈкве|кольнуть|
2996|пувтмуӈкве|ужалить|
2997|пулиг-маныгта̄нтуӈкве|разрывать|
2998|пулиг-маныгта̄нтуӈкве|рвать|
2999|пуныӈ|пушистый|
3000|пӯтпӯльна|погреб|
3001|пӯтпӯльна|подвал|
3002|пӯтпӯльна|подполье|
3003|пӯтсов|котелок|
3004|по̄хуӈкве|выбивать|
3005|по̄хуӈкве|выколачивать|шкуры
3006|по̄хуӈкве|ковры|
3007|посымыӈ|дымный|
3008|пун|шерсть|
3009|пурасаӈкве|загрызть|
3010|по̄слы̄мут|рисунок|
3011|пӯмсялахтуӈкве|увлекаться|
3012|пӯмсялахтуӈкве|интересоваться|
3013|пум са̄при|стог сена|
3014|пятилетка|пятилетка|
3015|по̄сум|корма|лодки
3016|по̄сум|кормовой|
3017|пум ва̄рнэ пора|сенокос|
3018|пӯмасиг|весело|
3019|пӯмасиг|интересно|
3020|пӯмасиг|удивительно|
3021|пумкол|шалаш|из сена
3022|пумкол|травы|
3023|пы̄г|сын|
3024|пы̄г|парень|
3025|пы̄г|юноша|
3026|пы̄грись|мальчик|
3027|по̄с|цель|
3028|по̄с|мишень|
3029|по̄стуӈкве|обозначить|
3030|по̄стуӈкве|отметить|
3031|по̄стуӈкве|рисовать|
3032|по̄стхатуӈкве|целиться|
3033|по̄сы̄м|угнанный|
3034|по̄сьгуӈкве|слепить|из глины
3035|по̄сьта̄л|неуклюжий|
3036|по̄т|ясак|
3037|по̄х|бок|
3038|по̄х|боковая сторона|чего-л.
3039|по̄хан|гл.прист.|указывает на движение прочь
3040|по̄хан|в сторону|
3041|по̄хан-пинуӈкве|отложить|
3042|по̄хат|сбоку|
3043|по̄хат|в стороне|
3044|по̄хат|около|
3045|по̄хын|в сторону|
3046|по̄хе̄р|посторонний|
3047|по̄хын ё̄ӈхуӈкве|свернуть с дороги|
3048|по̄хлап|пуговица|
3049|порыс ӯй|мышка|
3050|пос|свет|
3051|посал|протока|
3052|посасаӈкве|выступить|
3053|посасаӈкве|просочиться|о воде
3054|по̄сасаӈкве|погнать|
3055|по̄слахтуӈкве|сняться|
3056|по̄слахтуӈкве|сфотографироваться|
3057|послаӈкве|смочить|
3058|по̄слуӈкве|нарисовать|
3059|по̄слуӈкве|рисовать|
3060|по̄слуӈкве|фотографировать|
3061|послуӈкве|смочить|
3062|по̄слыгла̄луӈкве|изображать|
3063|постаяптуӈкве|осветить|
3064|постаяптуӈкве|посветить|
3065|постуӈкве|светить|
3066|постуӈкве|освещать|
3067|поступтаӈкве|освещать|
3068|постыглаӈкве|рассветать|
3069|постыглаӈкве|светать|
3070|посуӈкве|стирать|бельё 
3071|посуӈкве|доить|корову
3072|по̄суӈкве|гнать|
3073|посхатуӈкве|заниматься стиркой|
3074|посым|дым|
3075|посыӈ|светлый|
3076|посыӈ|освещённый|
3077|посыӈ|светло|
3078|пот|пуд|
3079|поталы|ком|
3080|поталы|гиря|
3081|поталы|шарообразный предмет|
3082|потыр|речь|
3083|потыр|рассказ|
3084|потыр|беседа|
3085|потыр|разговор|
3086|потыртаӈкве|говорить|
3087|потыртаӈкве|беседовать|
3088|потыртаӈкве|разговаривать|
3089|потыртаӈкве|рассказывать|
3090|потыртахтуӈкве|договориться|
3091|пох|сруб|
3092|пох|фундамент|
3093|по̄хан-лаквтуӈкве|сдвигать|
3094|по̄хан-минуӈкве|отойти|
3095|по̄хан-нявлуӈкве|отогнать|
3096|по̄хан-нявлуӈкве|удалить|
3097|по̄хан-порыгмаӈкве|отскочить|
3098|по̄хан-тыламлаӈкве|отлететь|
3099|похиӈ|созревший|о шишке
3100|похиям|созревший|о шишке
3101|похияӈкве|созревать|о шишке
3102|похуӈкве|созревать|о шишке
3103|почта|почта|
3104|правительство|правительство|
3105|председатель|председатель|
3106|пувлуӈкве|дуть|
3107|пувлуӈкве|раздувать|
3108|пувлуптаӈкве|купать|
3109|пувлуптаӈкве|искупать|
3110|пувлуптап|купание|
3111|пуврыг|свернуть|в рулон
3112|пувтуӈкве|толкать|
3113|пувтуӈкве|колоть|чем-либо острым 
3114|пувтуӈкве|добить|
3115|пувумта̄нтуӈкве|схватиться|
3116|пувумта̄нтуӈкве|вцепиться|
3117|пувумта̄нтуӈкве|удержаться|
3118|пувумтаӈкве|поймать|
3119|пувумтаӈкве|схватить|
3120|пувумтахтуӈкве|схватиться|
3121|пувумтахтуӈкве|вцепиться|
3122|пувумтахтуӈкве|удержаться|
3123|пувуӈкве|держать|
3124|пувуӈкве|хватать|
3125|пувуӈкве|ловить|
3126|пувыр|круглый|
3127|пувы̄р|шарообразный|
3128|пувы̄р|круглый|
3129|пӯил|с берега|внизу к водоёму
3130|пӯин|на берегу|в отдалении от водоёма
3131|пуки|живот|
3132|пулиг||гл. прист. указывает на действие
3133|пулиг| в результате которого происходит дробление предмета|
3134|пулиг-маныгтаӈкве|разорвать|
3135|пулиг-саквата̄нтуӈкве|разрушать|
3136|пулиг-сакватаӈкве|разломать|
3137|пулиг-сакватаӈкве|разрушить|
3138|пум|трава|
3139|пум|сено|
3140|пум аня|стог сена|
3141|пӯмасиӈ|интересный|
3142|пӯмасиӈ|занятный|
3143|пӯмась|веселье|
3144|пӯмась|потеха|
3145|пӯмась|интерес|
3146|пӯмасьта̄л|неинтересный|
3147|пумкан|луг|
3148|пӯмсялахтыгла̄луӈкве|увлекаться|
3149|пӯмсялахтыгла̄луӈкве|интересоваться|
3150|пумтар|травинка|
3151|пумто̄слуп|кузнечик|
3152|пун сяхыл|пучок шерсти|
3153|пун сяхыл|пуха|
3154|пӯнсыгла̄луӈкве|открывать|что-нибудь
3155|пунныл ва̄рим|шерстяной|
3156|пуныӈ пальта|шуба|
3157|пӯӈ|стадо|
3158|пӯӈ|богатство|
3159|пуӈк|голова|
3160|пуӈктотуӈкве|руководить|
3161|пӯӈыӈ|богатый|
3162|пупакве|медведь|
3163|пупакве|мишка|
3164|пупакве|медвежий|
3165|пуруӈкве|грызть|
3166|пуруӈкве|кусать|
3167|пурхатуӈкве|грызться|
3168|пурхатуӈкве|кусаться|
3169|пӯрысь|свинья|
3170|пус|целый|
3171|пус|здоровый|
3172|пӯсмак|весы|
3173|пӯсмакла̄лыглаӈкве|взвешивать|
3174|пӯсмаклаӈкве|взвесить|
3175|пусмалтаӈкве|лечить|
3176|пусмалтаӈкве|вылечить|
3177|пусмалтахтуӈкве|лечиться|
3178|пусмалтахтын|лечебный|
3179|пусмантаӈкве|поправляться|
3180|пусмил|выздоровление|
3181|пусмуӈкве|выздороветь|
3182|пусмуӈкве|вылечиться|
3183|пусмуӈкве|поправиться|
3184|пусмуӈкве|зажить|о ране
3185|пуссын|весь|
3186|пуссын|все|
3187|пуссын ё̄суӈкве|сгореть|
3188|пуста̄гыл|благополучно|
3189|пӯсхатуӈкве|открываться|
3190|пӯт|котёл|
3191|пӯхтуӈкве|причалить|
3192|пӯхтуӈкве|вцепиться|
3193|пӯхтуӈкве|взяться|
3194|пӯхтуӈкве|браться|
3195|пӯхтуӈкве|ловиться|
3196|пӯхтуӈкве|попадаться|о рыбе
3197|пыг|сын|
3198|пыг|парень|
3199|пыг|юноша|
3200|Советский правительство|Советское правительство|
3201|со̄выр нила палыт па̄ст ӯнлы|заяц сидит на расстоянии четырёх прыжков|
3202|физкультурный парад|физкультурный парад|
3203|разведкан ялантанэ хо̄тпа|разведчик|
3204|революция вождь|вождь революции|
3205|ро̄влахтуӈкве|можно|
3206|русь сирыл|по-русски|
3207|Москва – СССР столицатэ|Москва – столица СССР|
3208|сōймалтахтуӈкве|исчезнуть|
3209|са̄в яласа̄лыглаӈкве|путешествовать|
3210|раквуӈкве|идти|о дожде
3211|сōймалтаӈкве|заставить исчезнуть|
3212|сōруп|лось|
3213|сав|лень|
3214|сав|нужда|
3215|сōс|чага|нарост на дереве
3216|ра̄талтаӈкве|застучать|
3217|совхоз рабочий|рабочий совхоза|
3218|сōсанта̄луӈкве|поливать|
3219|то̄р пинуӈкве|надеть платок|
3220|ӯльпа па̄кв|кедровая шишка|
3221|хо̄н порат помещикыт кӯсяиг о̄лсыт|при царизме помещики были хозяевами|
3222|космический ракета|космическая ракета|
3223|ро̄ви|можно|
3224|ро̄вуӈкве|подходить|
3225|ро̄вуӈкве|быть подходящим друг другу|
3226|ро̄нхуӈкве|кричать|
3227|ро̄нхуӈкве|гудеть|
3228|ро̄ӈхалтахтуӈкве|закричать|
3229|ро̄ӈхалтахтуӈкве|загудеть|
3230|ро̄ӈхантаӈкве|кричать|долго
3231|ро̄ӈхантаӈкве|много раз|
3232|ро̄ӈхувлаӈкве|крикнуть|
3233|ро̄ӈхувлаӈкве|выкрикнуть|
3234|ро̄ӈхувлаӈкве|загудеть|
3235|ро̄сь|отмель|
3236|ро̄сь|песчаный берег|место рыбной ловли
3237|ро̄хсуй|крик|
3238|равтуӈкве|мешать|
3239|равтуӈкве|перемешивать|
3240|равтхатуӈкве|сыпаться|
3241|равтхатуӈкве|плескаться|
3242|равтхатуӈкве|брызгаться|
3243|ра̄выг|гл.прист.|указывает на действие
3244|ра̄выг|в результате которого предмет распадается на мелкие части|
3245|равыг-маныгтаӈкве|разорвать|в клочья
3246|равыг-сакватаӈкве|разбить|вдребезги
3247|равыг-таӈруӈкве|размельчить|руками
3248|равыг-таӈруӈкве|раскрошить|
3249|рагатаӈкве|упасть|
3250|ра̄гпыгла̄луӈкве|проваливаться|
3251|радио|радио|
3252|радиоприёмник|радиоприёмник|
3253|разведчик|разведчик|
3254|район|район|
3255|районный|районный|
3256|ракв|дождь|
3257|раквыгла̄луӈкве|выпадать|о дожде
3258|раквыӈ|дождливый|
3259|ракета|ракета|
3260|ракетал ёхтыс|приехал на ракете|
3261|ра̄ктыӈ|глина|
3262|рамгил|скороговорка|
3263|рап|стриж|
3264|рас|редкий|
3265|расво̄р|редколесье|
3266|рась|рысь|
3267|ра̄тсуй|стук|
3268|ра̄туӈкве|бить|
3269|ра̄туӈкве|стучать|
3270|ра̄туӈкве|колотить|
3271|ра̄тыгла̄луӈкве|бить|
3272|ра̄тыгла̄луӈкве|стучать|
3273|ра̄тыгла̄луӈкве|колотить|иногда
3274|ре̄г|жар|нагретый воздух
3275|ре̄г|жара|
3276|ре̄гылтта̄лыглаӈкве|согревать|
3277|ре̄гылтта̄лыглаӈкве|нагревать|иногда
3278|ре̄гылттаӈкве|согреть|
3279|ре̄гылттаӈкве|нагреть|
3280|ре̄гылттахтуӈкве|согреться|
3281|ре̄гылттахтыгла̄луӈкве|нагреваться|иногда
3282|ре̄гыӈ|жаркий|
3283|ре̄гыӈ|горячий|
3284|ре̄гыӈ|тёплый|
3285|ре̄гыӈ|жарко|
3286|ре̄гыӈ|тепло|
3287|ре̄пуӈкве|метать|сено
3288|рет|- ложь|
3289|рет|обман|
3290|рет|притворство|
3291|рет|лень|
3292|ре̄тлахтуӈкве|притвориться|
3293|ре̄тлахтыглаӈкве|притворяться|
3294|ре̄тыӈ|лживый|
3295|ре̄тыӈ|ленивый,|
3296|ре̄шайта̄лыглаӈкве|решать|иногда
3297|ре̄шайтаӈкве|решить|
3298|Родина|Родина|
3299|росьлуӈкве|медлить|
3300|росюӈкве|медлить|
3301|рот|спокойный|
3302|рот|тихий|
3303|роттыг|спокойно|
3304|роттыг ва̄рантаӈкве|укрощать|
3305|рохтуӈкве|испугаться|
3306|рохтуӈкве|струсить|
3307|рохтуптаӈкве|напугать|
3308|рохтуптаӈкве|пугать|
3309|рохтыглаӈкве|пугаться|
3310|рума|приятель|
3311|рума|товарищ|другой национальности
3312|румаӈысь|дружелюбно|
3313|рӯпата|работа|
3314|рӯпата|труд|
3315|рӯпитан|трудовой|
3316|рӯпитан мир|трудящиеся|
3317|рӯпитан хо̄тпа|трудящийся|
3318|рӯпитаӈкве|работать|
3319|рӯпитаӈкве|трудиться|
3320|рӯпитатта̄л|безработный|
3321|русы|бахрома|
3322|русы|кисть|
3323|русь|русский|
3324|рӯт|родня|
3325|рӯт|родственник|
3326|камка сагил а̄стыс|плетение ловушки закончилось|
3327|керлёӈх станция|железнодорожная станция|
3328|колхозный собрание|колхозное собрание|
3329|КПСС съезд|съезд КПСС|
3330|Ман Советский Союзт олэ̄в|Мы живём в Советском Союзе|
3331|писателит съезд|съезд писателей|
3332|сōви|косой|
3333|сōви|кривой |
3334|сōви|криво|
3335|сōви|вкось|
3336|сōвыр|заяц|
3337|сōвыр|заячий|
3338|сōймуӈкве|исчезнуть|
3339|сōймуӈкве|оставить в покое|
3340|сōламт|каша|
3341|сōлиӈ|верный|
3342|сōлиӈ|справедливый|
3343|сōль|правда|
3344|сōль|истина|
3345|сōль|правильно|
3346|сōль|действительно|
3347|сōльпыл|верно|
3348|сōльпыл|и правда|
3349|сōля|неужели|
3350|сōпак|сапог|
3351|сōпак|сапожный|
3352|сōпак ва̄рнэ хōтпа|сапожник|
3353|сōпас|запас|
3354|сōпасла̄лыглаӈкве|заготавливать|
3355|сōпасла̄лыглаӈкве|заготовлять|
3356|сōпасла̄лыглаӈкве|запасать|
3357|сōпасла̄нтуӈкве|заготовлять|
3358|сōпаслаӈкве|заготовить|
3359|сōпаслаӈкве|запасти|
3360|сōпаслахтуӈкве|запастись|чем-л.
3361|сōпасыӈ|запасливый|
3362|сōрни|золото|
3363|сōсантаӈкве|поливать|
3364|сōсантаӈкве|полить|
3365|сōсантаӈкве|посыпать|
3366|сōссамаӈкве|выскочить из огня|об угольке
3367|сōсуӈкве|лить|
3368|сōсуӈкве|налить|
3369|сōсуӈкве|сыпать|
3370|сōсхатуӈкве|литься|
3371|сōсхатуӈкве|налиться|
3372|сōсхатуӈкве|насыпаться|
3373|сōсхатуӈкве|сыпаться|
3374|сōсхатыгла̄луӈкве|наливаться|
3375|сōсыгла̄луӈкве|наливать|
3376|сōт|счастье|
3377|сōтта̄л|несчастный|
3378|сōтыӈ|счастливый|
3379|сōты̄р|тысяча|
3380|сōюм|ручей|
3381|сōюм|родник|
3382|са̄в|много|
3383|савала̄лыглаӈкве|мучиться|иногда
3384|савалаӈкве|мучиться|
3385|савалап ня̄врам|сирота|
3386|савата̄лыглаӈкве|мучить|иногда
3387|саватаӈкве|мучить|
3388|са̄вит|количество|
3389|са̄вит|численность|
3390|са̄вмалта̄нтуӈкве|расширять|
3391|са̄вмалта̄нтуӈкве|увеличивать|в числе
3392|са̄вмантаӈкве|расширяться|
3393|са̄вмантаӈкве|увеличиваться|в числе
3394|сака ёмас сирыл|прекрасно|
3395|са̄лаяӈкве|свернуть|
3396|саливоли|сверкающий|
3397|саливоли|блестящий|
3398|самай|болото|
3399|самай|топь|
3400|самай|трясина|
3401|са̄м|уголь|
3402|са̄мкве|уголок|
3403|са̄нспуӈк|коленная чашечка|
3404|саюм|гнилой|
3405|саквата̄лыглаӈкве|ломать|
3406|саквата̄лыглаӈкве|разбивать|
3407|саквата̄лыглаӈкве|ранить|
3408|саквата̄лыглаӈкве|молоть|иногда
3409|са̄ӈквылтаӈкве|играть на струнном инструменте|
3410|самвит|слеза|
3411|сакилсуй|стон|
3412|саӈквлыпил|клюква|
3413|сбор|сбор|
3414|са̄йт|толк|
3415|са̄лы тэ̄п|ягель|
3416|сартуӈкве|мазать|
3417|сартуӈкве|тереть|
3418|сартуӈкве|пилить|
3419|сас|оба|
3420|са̄грапаӈкве|срубить|
3421|са̄р|табак|
3422|са̄тхойплов|семнадцать|
3423|са̄ль|жалко|
3424|са̄ӈки|чернядь|утка
3425|сака лю̄ль|противно|
3426|са̄вмалтаӈкве|умножить|
3427|са̄вмалтаӈкве|увеличить|в числе
3428|са̄вмуӈкве|вырасти в количестве|
3429|са̄вни|черника|
3430|са̄внув|побольше|
3431|са̄внув|больше по количеству|
3432|са̄впа̄л|большинство|
3433|са̄впис|многослойный|
3434|са̄впис винэ ва̄рмаль|умножение|
3435|са̄всыр|разный|
3436|са̄всыр|разнообразный|
3437|са̄всыр|различный|
3438|са̄всыр|всевозможный|
3439|са̄всыр урыл|всячески|
3440|са̄всыр урыл|различными способами|
3441|савыӈ|ленивый|
3442|са̄выӈпа̄лэ|многие|
3443|саг|коса|волосы
3444|сагил|плетение|действие
3445|са̄гил|поедание|о лосе
3446|са̄глуӈкве|загнуть|
3447|са̄глуӈкве|перегнуть|
3448|саглуӈкве|сердиться|
3449|са̄глыгла̄луӈкве|загибать|
3450|са̄грап|топор|
3451|са̄груӈкве|рубить|
3452|са̄груӈкве|косить|
3453|са̄грыл|рубка|
3454|сагуӈкве|плести|
3455|сагуӈкве|вязать|
3456|сагуӈкве|связать|косу
3457|сагуӈкве|сеть|
3458|сагуӈкве|чулки|
3459|са̄гуӈкве|есть|о лосе
3460|са̄йкалаӈкве|проснуться|
3461|са̄йкатаӈкве|будить|
3462|саймпум|лук|растение
3463|са̄йтта̄л|бестолковый|
3464|са̄йттыглаӈкве|опомниться|
3465|сак|бусинка|
3466|сака|очень|
3467|сака ва̄гта̄л|слабенький|
3468|сака ёмас|отличный|
3469|сака ёмас|чудесный|
3470|сака ёмас|чудный|
3471|сака ёмас|отлично|
3472|сака ёмас|чудесно|
3473|сака пилысьмаӈ сирыл|ужасно|
3474|сака кантыӈ|яростный|
3475|сака посыӈ|яркий|
3476|сака посыӈысь|ярко|
3477|сака сэ̄ръёр ла̄тыӈ|торжественное обещание|
3478|сака таӈхил|очень сильное желание|
3479|саквала̄лыглаӈкве|биться|
3480|саквала̄лыглаӈкве|разбиваться|
3481|саквалаӈкве|ломаться|
3482|саквалаӈкве|сломаться|
3483|са̄кваляк|сорока|
3484|сакватаӈкве|сломать|
3485|сакватаӈкве|разбить|
3486|сакватаӈкве|ранить|
3487|сакватаӈкве|размолоть|
3488|сакватым|раненый|
3489|саквня̄л|дробь|
3490|саквня̄л|пуля|
3491|саккар хусап|сахарница|
3492|саккарыӈ|сахарный|
3493|сакквалыг|бусы|
3494|са̄кпакыг|аккуратно|
3495|сакуӈкве|стонать|
3496|са̄кылтаӈкве|плясать присядку|
3497|сакылтаӈкве|портить|
3498|сакыӈ па̄рт|счёты|арифм.
3499|сакылтахтуӈкве|портиться|
3500|сакылтахтуӈкве|гнить|
3501|сакылтахтуӈкве|подурнеть|
3502|сакыӈ|счёты|арифм.
3503|са̄лгалтахтуӈкве|засверкать|
3504|са̄лгуӈкве|засверкать|
3505|са̄лгуӈкве|заблестеть|
3506|са̄лгуӈкве|сверкать|о молнии
3507|са̄литаӈкве|жалеть|
3508|са̄литаӈкве|пожалеть|
3509|са̄лӣтап|жалость|
3510|са̄литым|хранить|
3511|са̄литым|обращаться бережно|
3512|са̄лум|полоса|
3513|са̄лы|олень|
3514|са̄лыӈ|олений|
3515|са̄лыӈ кол|чум|
3516|сам|крупинка|
3517|сам|зерно|
3518|сам|крошка|
3519|салют|салют|
3520|самкер|очки|
3521|сампос|зрение|
3522|сампун|ресница|
3523|сампыльта̄л|слепой|
3524|самуӈкве|крошить|
3525|самхӯлюм|бровь|
3526|самын патуӈкве|родиться|о человеке
3527|са̄н|чуман|берестяная посуда
3528|саӈквлы|кочка|
3529|са̄ӈквылтап|струнный инструмент|
3530|са̄ӈлалтаӈкве|звонить|
3531|са̄ӈлуӈкве|звенеть|
3532|са̄ӈлуӈкве|издавать звон|о металлическом предмете
3533|саӈхвасаӈкве|пнуть|
3534|саӈхвасаӈкве|лягнуть|
3535|сап|подпорка|
3536|сап|тренога|у костра
3537|са̄п|труха|
3538|са̄при|скирд|
3539|са̄при|стог|
3540|сар|нагромождение льда|
3541|сар|вытолкнутого на берег при ледоходе|
3542|саран|зырянин|
3543|саргуӈкве|дребезжать|
3544|саргуӈкве|галдеть|
3545|са̄ритаӈкве|жарить|
3546|са̄рп|шарф|
3547|са̄рпа|шарф|
3548|са̄рт|сперва|
3549|сартантаӈкве|пилить|долго
3550|сартнэ̄кер|пила|
3551|са̄ртын|передний|
3552|са̄ртын|спереди|
3553|са̄ртын|впереди|
3554|са̄ртын|прежде|
3555|са̄ртын|рано|
3556|са̄ртыннув|раньше|
3557|са̄с|колено|
3558|са̄скол|шалаш|
3559|са̄скол|покрытый берёстой|
3560|састум|гладкий|
3561|састум|плоский|
3562|састум|ровный|
3563|састум|стройный|о дереве
3564|састумтаӈкве|расправить|
3565|састумыг|ровно|
3566|састумыг нёлуӈкве|погладить утюгом|
3567|са̄суӈкве|течь|
3568|са̄суӈкве|протекать|о лодке
3569|сасыг|дядя|по материнской линии
3570|са̄т|сто|
3571|сатапаӈкве|потемнеть|
3572|сатапаӈкве|смеркаться|
3573|сатапа̄нтуӈкве|смеркаться|
3574|са̄тлов|семьдесят|
3575|сатум|сумерки|
3576|сатум|сумеречный|
3577|са̄тса̄т|семьсот|
3578|са̄тхуйпулув|семнадцать|
3579|са̄тыт|седьмой|
3580|сах|кишка|
3581|са̄х|прерывистое дыхание|
3582|сахи|Женская зимняя одежда|
3583|саюмпум|лук|растение
3584|сёл|богатство|
3585|сё̄внахнэ|сойка|птица
3586|сё̄с охса|полчаса|
3587|сёхри-хохри|стрекоза|
3588|Советский власть|Советская власть|
3589|Советский государство|Советское государство|
3590|Советский Союз Герой|Герой Советского Союза|
3591|сольтуӈкве|нанизывать|что-л.
3592|сорнята̄нтуӈкве|вздрагивать|
3593|станция|станция|
3594|СССР Верховный Советэ выбор|выборы в Верховный Совет СССР|
3595|суиӈ|звонкий|
3596|суиӈ|звучный|
3597|суиӈ|громкий|
3598|суиӈ|шумный|
3599|суиӈ|славный|о человеке
3600|суйта̄лтахтуӈкве|зазвучать|
3601|суйта̄лтахтуӈкве|зашуметь|
3602|супыг|осётр|
3603|собрание|собрание|
3604|супыг-са̄груӈкве|разрубить|
3605|сё̄с|час|
3606|суйта̄л|тишь|
3607|суйта̄л|тишина|
3608|суйта̄л|глухой|
3609|суйта̄л|негромкий|
3610|суйта̄л|тихий|
3611|суйта̄л|безмолвный|
3612|суйта̄л|тихо|
3613|суйта̄л|бесшумно|
3614|сума|обрывистый берег реки|
3615|сё̄пыр|затылок|
3616|сё̄нх|бледный|
3617|сӯлыньтаӈкве|бежать галопом|
3618|сӯлыньтаӈкве|мчаться|
3619|сосыгйӣв|куст смородины|
3620|солвалтаӈкве|солить|
3621|солвалтаӈкве|посолить|
3622|сурум|твёрдый|
3623|сурум|чёрствый|
3624|сурум|жёсткий|
3625|сурум|грубый|о предмете
3626|супыг-яктуӈкве|перерезать|
3627|сё̄ри|цветок|плодовых деревьев и ягодников
3628|сори|седловина между двумя вершинами гор|
3629|сори|лесная перемычка между двумя болотами|
3630|сосса|родина|
3631|сосса|отечество|
3632|сохт|прямой|
3633|сохт|стройный|о дереве
3634|солква̄лыг|постромка|
3635|солква̄лыг|лямка вокруг туловища оленя|часть упряжи
3636|солвал хусап|солонка|
3637|сёлыӈ|богатый|
3638|сё̄лыӈысь|богато|
3639|сё̄льси|горностай|
3640|сё̄ных|бледный|
3641|се̄п|карман|
3642|сё̄пилап|договоренность|
3643|сё̄пита̄лыглаӈкве|изготовлять|
3644|сё̄пита̄нтуӈкве|устраивать|
3645|сё̄питаӈкве|приготовить|
3646|сё̄питаӈкве|изготовить|
3647|сё̄питаӈкве|подготовить|
3648|сё̄питаӈкве|починить|
3649|сё̄питаӈкве|чинить|
3650|сё̄питап|ремонт|
3651|сё̄питахтуӈкве|подготовиться|
3652|сё̄питахтуӈкве|приготовиться|
3653|сё̄питахтуӈкве|устроиться|
3654|сё̄при|затылок|
3655|сёпыр|глухарь|
3656|сё̄р|навоз|
3657|сёр|снежная пороша|
3658|сёра|снежная пороша|
3659|се̄ранка|спичка|
3660|се̄ранка|спичечный|
3661|сё̄ритаӈкве|цвести|
3662|сё̄ритаӈкве|зацвести|
3663|сё̄ритаӈкве|расцвести|
3664|се̄рмат|узда|
3665|се̄рмат|уздечка|
3666|се̄рмат ква̄лыг|повод|
3667|сё̄ртни|репа|
3668|сё̄ртни|овощи|
3669|се̄с|щегол|
3670|сёс|раз|
3671|сивгуӈкве|свистеть|
3672|сивгуӈкве|лететь со свистом|
3673|сивгуӈкве|выть|о ветре
3674|сира|чайка|морская
3675|сисгуӈкве|реветь|
3676|сисгуӈкве-ня̄ӈхуӈкве|пищать|
3677|сиси|дитя|
3678|сиси|младенец|
3679|сиськурек|петух|куриный
3680|сиськурек|курица|
3681|сов|кожа|
3682|сов|шкура|
3683|совет вōвуӈкве|созвать совет|
3684|советский|советский|
